frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,167503.995033,4630.000000,54.277067
4,349555.325022,9537.000000,272.723303
8,1043047.740463,15791.000000,21715.336286
16,930558.825607,17740.000000,4732.580691
32,547201.098387,11314.000000,1222.437728
64,1730406.707523,25978.000000,119718.416741
128,1111488.286647,17941.000000,104561.562880
256,1325973.926328,21637.000000,26820.665335
512,1777993.400927,46054.000000,85844.616040
1024,1206054.457016,28096.000000,58816.096870
2048,1259647.559972,26251.000000,447315.383292
4096,684390.964226,15010.000000,58219.448718
8192,1441420.856911,33924.000000,873441.388004
16384,3788389.574288,63656.000000,1867347.024378
32768,1411585.902835,35743.000000,650745.426224
65536,138111.056719,7983.000000,125995.795541
