frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,814758.307283,13324.000000,7130.000000
4,353149.332177,9486.000000,18585.005085
8,720612.637241,19026.000000,6059.162566
16,558464.126398,11834.000000,21113.156349
32,361816.247899,7834.000000,32677.619926
64,2076755.877173,26521.000000,98256.419088
128,941002.680337,17356.000000,572.762604
256,1923496.759217,28208.000000,178189.933652
512,1914192.527145,29583.000000,71295.370376
1024,992500.471714,16154.000000,155998.422165
2048,1044920.940976,22274.000000,281504.117414
4096,1156100.851123,24918.000000,109229.794827
8192,831802.926206,14956.000000,179994.811609
16384,865893.063593,23834.000000,425935.056060
32768,2824610.235523,43233.000000,292305.645722
65536,6201923.354725,79480.000000,4446506.802229
