frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,108049.695455,6348.000000,848.893986
4,1251897.801777,20023.000000,25634.776281
8,840708.559299,14652.000000,2685.594720
16,1351582.278323,30867.000000,90835.268283
32,644604.789013,10612.000000,2059.957524
64,2022009.218819,30165.000000,60822.782212
128,1414648.018582,21266.000000,67998.735312
256,2018031.984703,37754.000000,62018.840387
512,1511966.344331,21711.000000,142974.436785
1024,1645573.809628,37029.000000,509148.547802
2048,2387805.482040,40545.000000,103396.338020
4096,449540.944865,10136.000000,102065.729748
8192,788306.894031,15203.000000,313494.626209
16384,4982594.722609,62776.000000,3190936.548781
32768,2151885.196829,66316.000000,681712.564157
65536,3537476.743380,51581.000000,1087203.717207
