frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
2,119234.720883,119234.720883,119234.720883,119234.720883,119234.720883,119234.720883,51764.000000,51764.000000,51764.000000,51764.000000,51764.000000,51764.000000
128,128397.584374,128397.584374,128397.584374,128397.584374,128397.584374,128397.584374,53575.000000,53575.000000,53575.000000,53575.000000,53575.000000,53575.000000
4,311689.738285,311689.738285,311689.738285,311689.738285,311689.738285,311689.738285,80835.000000,80835.000000,80835.000000,80835.000000,80835.000000,80835.000000
16,183576.853100,183576.853100,183576.853100,183576.853100,183576.853100,183576.853100,100076.000000,100076.000000,100076.000000,100076.000000,100076.000000,100076.000000
32768,146406.075062,146406.075062,146406.075062,146406.075062,146406.075062,146406.075062,50059.000000,50059.000000,50059.000000,50059.000000,50059.000000,50059.000000
4096,215905.477066,215905.477066,215905.477066,215905.477066,215905.477066,215905.477066,79785.000000,79785.000000,79785.000000,79785.000000,79785.000000,79785.000000
65536,261491.616636,261491.616636,261491.616636,261491.616636,261491.616636,261491.616636,58054.000000,58054.000000,58054.000000,58054.000000,58054.000000,58054.000000
256,76334.506208,76334.506208,76334.506208,76334.506208,76334.506208,76334.506208,20152.000000,20152.000000,20152.000000,20152.000000,20152.000000,20152.000000
2048,252804.742630,252804.742630,252804.742630,252804.742630,252804.742630,252804.742630,52197.000000,52197.000000,52197.000000,52197.000000,52197.000000,52197.000000
1024,363235.812415,363235.812415,363235.812415,363235.812415,363235.812415,363235.812415,187113.000000,187113.000000,187113.000000,187113.000000,187113.000000,187113.000000
8192,298795.769938,298795.769938,298795.769938,298795.769938,298795.769938,298795.769938,192402.000000,192402.000000,192402.000000,192402.000000,192402.000000,192402.000000
16384,180546.604380,180546.604380,180546.604380,180546.604380,180546.604380,180546.604380,95804.000000,95804.000000,95804.000000,95804.000000,95804.000000,95804.000000
64,389565.873253,389565.873253,389565.873253,389565.873253,389565.873253,389565.873253,230162.000000,230162.000000,230162.000000,230162.000000,230162.000000,230162.000000
8,364666.278451,364666.278451,364666.278451,364666.278451,364666.278451,364666.278451,144589.000000,144589.000000,144589.000000,144589.000000,144589.000000,144589.000000
512,451574.014203,451574.014203,451574.014203,451574.014203,451574.014203,451574.014203,219130.000000,219130.000000,219130.000000,219130.000000,219130.000000,219130.000000
32,407552.873571,407552.873571,407552.873571,407552.873571,407552.873571,407552.873571,253610.000000,253610.000000,253610.000000,253610.000000,253610.000000,253610.000000
