frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
16,88992.981515,88992.981515,88992.981515,88992.981515,88992.981515,88992.981515,18961.000000,18961.000000,18961.000000,18961.000000,18961.000000,18961.000000
2,161436.483107,161436.483107,161436.483107,161436.483107,161436.483107,161436.483107,66137.000000,66137.000000,66137.000000,66137.000000,66137.000000,66137.000000
8,112578.242680,112578.242680,112578.242680,112578.242680,112578.242680,112578.242680,26490.000000,26490.000000,26490.000000,26490.000000,26490.000000,26490.000000
256,182133.713991,182133.713991,182133.713991,182133.713991,182133.713991,182133.713991,75656.000000,75656.000000,75656.000000,75656.000000,75656.000000,75656.000000
32,233924.290073,233924.290073,233924.290073,233924.290073,233924.290073,233924.290073,113872.000000,113872.000000,113872.000000,113872.000000,113872.000000,113872.000000
128,77139.503181,77139.503181,77139.503181,77139.503181,77139.503181,77139.503181,27063.000000,27063.000000,27063.000000,27063.000000,27063.000000,27063.000000
64,315221.149489,315221.149489,315221.149489,315221.149489,315221.149489,315221.149489,207329.000000,207329.000000,207329.000000,207329.000000,207329.000000,207329.000000
32768,247133.362624,247133.362624,247133.362624,247133.362624,247133.362624,247133.362624,101640.000000,101640.000000,101640.000000,101640.000000,101640.000000,101640.000000
16384,287752.315367,287752.315367,287752.315367,287752.315367,287752.315367,287752.315367,153460.000000,153460.000000,153460.000000,153460.000000,153460.000000,153460.000000
4,328248.186006,328248.186006,328248.186006,328248.186006,328248.186006,328248.186006,141583.000000,141583.000000,141583.000000,141583.000000,141583.000000,141583.000000
1024,209910.241687,209910.241687,209910.241687,209910.241687,209910.241687,209910.241687,106748.000000,106748.000000,106748.000000,106748.000000,106748.000000,106748.000000
8192,637383.901847,637383.901847,637383.901847,637383.901847,637383.901847,637383.901847,215005.000000,215005.000000,215005.000000,215005.000000,215005.000000,215005.000000
512,298924.238582,298924.238582,298924.238582,298924.238582,298924.238582,298924.238582,191144.000000,191144.000000,191144.000000,191144.000000,191144.000000,191144.000000
2048,442790.555381,442790.555381,442790.555381,442790.555381,442790.555381,442790.555381,249937.000000,249937.000000,249937.000000,249937.000000,249937.000000,249937.000000
4096,604672.489573,604672.489573,604672.489573,604672.489573,604672.489573,604672.489573,257408.000000,257408.000000,257408.000000,257408.000000,257408.000000,257408.000000
65536,3055456.258337,3055456.258337,3055456.258337,3055456.258337,3055456.258337,3055456.258337,281669.000000,281669.000000,281669.000000,281669.000000,281669.000000,281669.000000
