frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
2,184167.096613,184167.096613,184167.096613,184167.096613,184167.096613,184167.096613,92152.000000,92152.000000,92152.000000,92152.000000,92152.000000,92152.000000
32,216359.960050,216359.960050,216359.960050,216359.960050,216359.960050,216359.960050,149587.000000,149587.000000,149587.000000,149587.000000,149587.000000,149587.000000
8,202496.075752,202496.075752,202496.075752,202496.075752,202496.075752,202496.075752,104249.000000,104249.000000,104249.000000,104249.000000,104249.000000,104249.000000
1024,233780.886732,233780.886732,233780.886732,233780.886732,233780.886732,233780.886732,109356.000000,109356.000000,109356.000000,109356.000000,109356.000000,109356.000000
128,216274.944559,216274.944559,216274.944559,216274.944559,216274.944559,216274.944559,130321.000000,130321.000000,130321.000000,130321.000000,130321.000000,130321.000000
4,275959.216777,275959.216777,275959.216777,275959.216777,275959.216777,275959.216777,150934.000000,150934.000000,150934.000000,150934.000000,150934.000000,150934.000000
256,127268.951225,127268.951225,127268.951225,127268.951225,127268.951225,127268.951225,53873.000000,53873.000000,53873.000000,53873.000000,53873.000000,53873.000000
32768,311376.625340,311376.625340,311376.625340,311376.625340,311376.625340,311376.625340,95920.000000,95920.000000,95920.000000,95920.000000,95920.000000,95920.000000
2048,238726.993897,238726.993897,238726.993897,238726.993897,238726.993897,238726.993897,144184.000000,144184.000000,144184.000000,144184.000000,144184.000000,144184.000000
4096,223947.167749,223947.167749,223947.167749,223947.167749,223947.167749,223947.167749,141224.000000,141224.000000,141224.000000,141224.000000,141224.000000,141224.000000
8192,568031.553784,568031.553784,568031.553784,568031.553784,568031.553784,568031.553784,204799.000000,204799.000000,204799.000000,204799.000000,204799.000000,204799.000000
64,362601.805211,362601.805211,362601.805211,362601.805211,362601.805211,362601.805211,189785.000000,189785.000000,189785.000000,189785.000000,189785.000000,189785.000000
16,322480.327077,322480.327077,322480.327077,322480.327077,322480.327077,322480.327077,224477.000000,224477.000000,224477.000000,224477.000000,224477.000000,224477.000000
512,499428.788405,499428.788405,499428.788405,499428.788405,499428.788405,499428.788405,253602.000000,253602.000000,253602.000000,253602.000000,253602.000000,253602.000000
16384,436562.969039,436562.969039,436562.969039,436562.969039,436562.969039,436562.969039,239363.000000,239363.000000,239363.000000,239363.000000,239363.000000,239363.000000
65536,744122.552538,744122.552538,744122.552538,744122.552538,744122.552538,744122.552538,223567.000000,223567.000000,223567.000000,223567.000000,223567.000000,223567.000000
