frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
2,121874.203353,103246.974866,103246.974866,103246.974866,103246.974866,103246.974866,44286.000000,44286.000000,44286.000000,44286.000000,44286.000000,44286.000000
64,123491.334461,108255.577390,102236.948610,101196.866083,101196.866083,101196.866083,26901.000000,31274.000000,37984.000000,37984.000000,37984.000000,37984.000000
8,117706.652480,178957.967311,116771.551955,116771.551955,116771.551955,116771.551955,51122.000000,35739.000000,51122.000000,51122.000000,51122.000000,51122.000000
1024,210302.054916,196179.577671,165241.717417,165241.717417,165123.990677,164988.611310,36522.000000,36522.000000,41253.000000,41253.000000,41253.000000,41253.000000
4,189585.459007,171146.304558,171146.304558,171146.304558,171146.304558,171146.304558,96144.000000,96144.000000,96144.000000,96144.000000,96144.000000,96144.000000
32,270904.115748,256227.434454,256233.140811,245634.804818,245634.804818,245229.478471,92406.000000,167432.000000,167432.000000,167432.000000,167432.000000,167432.000000
16384,543986.063538,543991.479093,543996.521402,543991.105897,543986.063538,544018.181257,162651.000000,162651.000000,162651.000000,162651.000000,162651.000000,162651.000000
16,395818.694793,418038.293953,418787.863665,419144.117439,419144.117439,417383.793251,162942.000000,251574.000000,251574.000000,251574.000000,251574.000000,251574.000000
128,391618.642466,387246.151832,433490.281810,433490.281810,433490.281810,433490.281810,99533.000000,143078.000000,232188.000000,232188.000000,232188.000000,232188.000000
4096,536976.558907,537328.659876,575928.468658,522728.780171,497091.726886,501949.782040,109155.000000,109155.000000,105176.000000,116803.000000,183292.000000,183292.000000
256,799243.498182,662348.001683,580665.406672,377680.971261,379419.561055,377680.971261,153965.000000,156843.000000,188636.000000,232875.000000,232875.000000,232875.000000
8192,639049.460087,638644.584674,626617.957326,607914.495522,634320.621123,622504.927238,108154.000000,108154.000000,108154.000000,108154.000000,135877.000000,135877.000000
32768,869098.182972,814428.560564,781457.641143,781457.641143,781457.641143,781457.641143,196853.000000,199095.000000,226824.000000,226824.000000,226824.000000,226824.000000
65536,871691.990405,871691.990405,871691.990405,871691.990405,871691.990405,871691.990405,246770.000000,246770.000000,246770.000000,246770.000000,246770.000000,246770.000000
2048,1137670.923252,915523.969868,826644.069361,488991.355870,477838.881489,479491.404272,190680.000000,205154.000000,253190.000000,281996.000000,281996.000000,281996.000000
512,1485056.730142,1375520.453041,1382137.668174,722860.874668,542163.392221,402086.108073,138253.000000,132888.000000,155954.000000,225953.000000,251380.000000,260176.000000
