frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
64,164354.465431,135026.037837,135035.538252,135084.682100,135096.475831,135035.538252,43932.000000,51437.000000,51437.000000,51437.000000,51437.000000,51437.000000
2,166577.360449,129019.540811,122848.012463,122848.012463,122848.012463,122848.012463,36966.000000,50572.000000,50572.000000,50572.000000,50572.000000,50572.000000
32768,544157.285432,544885.963604,545559.761067,545595.063991,546259.669712,590957.356967,55900.000000,57452.000000,56266.000000,56266.000000,48349.000000,57452.000000
256,1258665.470910,1191450.664465,1111032.391011,229575.717573,229575.717573,229307.578819,104521.000000,104521.000000,110691.000000,159017.000000,159017.000000,159017.000000
4,295570.602163,300034.090203,300034.090203,300034.090203,300028.537094,300034.090203,132952.000000,176338.000000,176338.000000,176338.000000,176338.000000,176338.000000
8,212116.449749,231192.125311,212111.958124,212113.801765,212113.801765,212111.958124,121589.000000,121589.000000,121589.000000,121589.000000,121589.000000,121589.000000
2048,508414.636403,568703.286847,374650.305501,306135.112119,309490.845487,306072.640651,95488.000000,131592.000000,145062.000000,160237.000000,160237.000000,160237.000000
65536,300301.727266,300301.727266,300301.727266,300301.727266,300301.727266,300301.727266,115024.000000,115024.000000,115024.000000,115024.000000,115024.000000,115024.000000
4096,542464.407948,547834.447329,555542.603739,489162.646627,489162.646627,489162.646627,105774.000000,120893.000000,143943.000000,219085.000000,219085.000000,219085.000000
32,442482.210971,420038.199631,381152.214261,381152.214261,381152.214261,381152.214261,204580.000000,204580.000000,209702.000000,209702.000000,209702.000000,209702.000000
512,421417.511764,394084.475221,388678.398501,366403.333897,383655.216917,366403.333897,56490.000000,86978.000000,129834.000000,216141.000000,145231.000000,216141.000000
128,715411.510831,610111.432059,540465.482456,457630.573208,457630.573208,457630.341283,112504.000000,121535.000000,143510.000000,210163.000000,210163.000000,210163.000000
16,485712.371259,433591.085919,433591.085919,433591.085919,433591.085919,433591.085919,227620.000000,229336.000000,229336.000000,229336.000000,229336.000000,229336.000000
1024,947205.020156,939650.182127,678009.347198,601245.641872,601703.747259,601245.641872,141548.000000,141548.000000,201979.000000,241214.000000,241214.000000,241214.000000
16384,943078.065464,927259.487605,917196.203615,902836.383263,853585.225450,819177.018290,144878.000000,147854.000000,147854.000000,153626.000000,167901.000000,232966.000000
8192,1889966.835829,1826325.796257,1694793.859906,1584339.767061,1290164.069735,556563.170936,141044.000000,144207.000000,166022.000000,152714.000000,205002.000000,270875.000000
