mean_inter_arrival_time,L2_norm_flow_time
20.0,8368028.4750276385
22.0,6957917.92418284
24.0,5461426.57341812
26.0,3914656.5562434206
28.0,2375219.5884779
30.0,759825.3543768801
32.0,126277.13633474
34.0,82607.83798278
36.0,64764.92940039999
38.0,42788.17809734
40.0,47509.20577218
