frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,932030.836491,36754.000000,171.723615
4,810830.881777,37679.000000,26661.303869
8,800101.301987,39232.000000,50245.071669
16,1007608.623059,43277.000000,39531.348763
32,1126410.746342,52752.000000,49500.909012
64,1187818.241226,50678.000000,57997.771880
128,1172684.166826,47374.000000,59077.226010
256,1324468.890339,105049.000000,117873.748804
512,1320759.696326,105417.000000,114919.602536
1024,1121236.093294,73484.000000,151565.883123
2048,1247199.505524,73220.000000,159027.542904
4096,1481453.411283,114272.000000,717161.522539
8192,590119.973099,39552.000000,263071.298763
16384,766595.978405,34435.000000,276479.093423
32768,2290362.847621,190959.000000,1877380.063532
65536,789702.146821,42895.000000,602670.974362
