frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,1053519.184607,42439.000000,0.000000
4,905693.376427,42331.000000,0.000000
8,704564.738299,41413.000000,0.000000
16,816145.172623,41877.000000,0.000000
32,710977.097534,45603.000000,0.000000
64,1179245.134220,41004.000000,0.000000
128,1249113.036355,85315.000000,0.000000
256,1169438.009053,56019.000000,0.000000
512,1203719.728236,75922.000000,0.000000
1024,1307842.728983,80107.000000,0.000000
2048,1112284.878479,50248.000000,0.000000
4096,1432611.108366,97893.000000,0.000000
8192,1886033.175567,210303.000000,0.000000
16384,2751140.421234,232085.000000,0.000000
32768,3981185.192729,237487.000000,0.000000
65536,713657.268930,59993.000000,0.000000
