frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,308729.346061,33962.000000,0.000000
4,677049.683606,35363.000000,0.000000
8,513451.369246,33957.000000,0.000000
16,619514.356755,33981.000000,0.000000
32,961787.783405,31194.000000,0.000000
64,1236193.648329,98906.000000,0.000000
128,1197781.680154,62695.000000,0.000000
256,1194613.163569,67646.000000,0.000000
512,1128732.978168,93085.000000,0.000000
1024,1332902.109965,110467.000000,0.000000
2048,1485193.347541,108194.000000,0.000000
4096,982231.373261,32098.000000,0.000000
8192,1634236.351625,115648.000000,0.000000
16384,961828.423574,71735.000000,0.000000
32768,3399678.446203,268179.000000,0.000000
65536,933427.696772,74289.000000,0.000000
