frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,846550.354469,47450.000000,0.000000
4,880684.646698,45709.000000,0.000000
8,863743.436579,45139.000000,0.000000
16,808631.522758,45612.000000,0.000000
32,1078182.786677,40616.000000,0.000000
64,1017517.535776,42800.000000,0.000000
128,977927.888478,42420.000000,0.000000
256,1489878.800925,146993.000000,0.000000
512,909190.908698,43490.000000,0.000000
1024,1535663.289099,114186.000000,0.000000
2048,1323466.091529,84657.000000,0.000000
4096,1738139.372931,149992.000000,0.000000
8192,941568.780294,41424.000000,0.000000
16384,727857.022289,43265.000000,0.000000
32768,1588609.750874,95376.000000,0.000000
65536,1426411.815417,146275.000000,0.000000
