frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,933794.370152,33070.000000,29759.323833
4,763301.215634,34439.000000,27946.110821
8,806749.234003,31225.000000,13678.705714
16,790184.827198,32190.000000,25706.950986
32,945309.807100,33027.000000,29337.482629
64,959219.954318,34055.000000,54867.294366
128,1175407.525498,73964.000000,70219.511583
256,1351143.678894,110669.000000,92384.120795
512,1048755.593356,31686.000000,92544.390495
1024,1943899.483315,151621.000000,192972.339767
2048,2180931.499387,186535.000000,588654.010580
4096,2127074.401289,183271.000000,584622.484025
8192,788764.010669,33492.000000,85414.965170
16384,1787061.798244,144361.000000,346703.910353
32768,1240590.078868,72586.000000,683050.734890
65536,1565849.883382,96979.000000,1424659.192420
