frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,578140.793184,41875.000000,38.600518
4,988777.178993,50790.000000,978.362407
8,927487.359789,47556.000000,46433.334750
16,754149.007694,42346.000000,24714.733015
32,889244.926575,43745.000000,16472.511284
64,895108.699472,44295.000000,38917.059498
128,1330894.875203,101027.000000,68275.576138
256,1212724.741271,52188.000000,87977.677271
512,1414769.432144,122864.000000,99242.336445
1024,1086531.189337,64083.000000,211703.784003
2048,1327499.328223,94424.000000,128509.345329
4096,1236868.957960,90992.000000,243115.820137
8192,1938995.633090,171267.000000,1020818.382420
16384,1897842.322353,196074.000000,1104812.195915
32768,361751.497277,46077.000000,237517.676923
65536,927788.561387,65038.000000,824533.075228
