frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,754212.133071,34423.000000,143.192179
4,758989.111315,35823.000000,148.468852
8,543459.263042,33506.000000,76.824475
16,889682.548032,33993.000000,9615.386940
32,422437.759865,37707.000000,39491.799174
64,1270308.123398,86183.000000,37676.279713
128,1139754.028845,77011.000000,38659.239646
256,1068707.680056,36632.000000,68934.378992
512,1172270.540103,38275.000000,153883.288248
1024,1355159.125856,111649.000000,162604.836841
2048,1484615.558553,119305.000000,186409.114871
4096,1937712.646970,170946.000000,294809.293159
8192,1232680.168682,40521.000000,188413.242154
16384,1434950.574361,96707.000000,352639.386111
32768,3342457.431372,278694.000000,2806572.954853
65536,3197928.268690,185313.000000,2688791.899599
