frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,903756.233125,37237.000000,18620.297876
4,689299.341298,37226.000000,23270.362653
8,546464.565091,38161.000000,10933.874702
16,818608.889792,40012.000000,10910.708960
32,905040.491292,39087.000000,4225.083549
64,1218024.639253,68189.000000,43725.373823
128,816850.110787,35130.000000,62607.758425
256,1173463.200710,41424.000000,87462.689565
512,896970.476993,37685.000000,115666.534832
1024,818925.753763,38153.000000,95614.615007
2048,1935583.604543,188493.000000,580754.294139
4096,1156981.019489,39232.000000,266781.480388
8192,976785.956190,36770.000000,342016.284082
16384,991363.077442,60265.000000,534529.471386
32768,1175227.442774,52901.000000,464144.404895
65536,2802998.678950,237702.000000,2236479.156662
