frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,1073302.059363,40959.000000,0.000000
4,1019666.512754,44207.000000,0.000000
8,1160491.381275,45608.000000,0.000000
16,1067113.903505,43265.000000,0.000000
32,1031149.436247,42974.000000,0.000000
64,1126656.457498,40995.000000,0.000000
128,1276254.832266,91606.000000,0.000000
256,956187.191526,43729.000000,0.000000
512,1046688.846227,42174.000000,0.000000
1024,1232498.587761,51730.000000,0.000000
2048,1072745.442769,49324.000000,0.000000
4096,1063656.117003,46268.000000,0.000000
8192,744240.110042,47465.000000,0.000000
16384,1160666.791531,57581.000000,0.000000
32768,1312259.622226,76443.000000,0.000000
65536,3274064.061891,222968.000000,0.000000
