frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,877476.010751,36354.000000,56.000000
4,932201.946415,36288.000000,823.057106
8,350318.594930,37696.000000,1981.454012
16,622126.275016,35356.000000,97.862148
32,838110.258774,37241.000000,22502.815091
64,1083548.600877,38610.000000,50638.485276
128,1196373.263742,60824.000000,36887.396547
256,1110344.554633,36290.000000,125806.033679
512,1116229.743246,47869.000000,133271.575567
1024,1301957.503439,96902.000000,260112.912621
2048,1675893.161531,178477.000000,291313.015628
4096,1454987.391104,138144.000000,564017.328689
8192,1168769.861377,51777.000000,341334.539982
16384,2286517.885101,220046.000000,1570003.046788
32768,1535150.259355,123918.000000,561399.054011
65536,3247409.826250,243284.000000,2409392.831056
