frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,805954.136504,38629.000000,661.291161
4,944064.835424,40122.000000,27466.174269
8,986062.436303,37687.000000,96.239285
16,901221.694469,37228.000000,2619.005155
32,1090359.336695,42348.000000,44290.269304
64,1204663.857530,57238.000000,57781.957547
128,1281157.442838,114060.000000,73811.287233
256,1188357.675959,71234.000000,84439.292051
512,1523305.698324,137907.000000,87876.582387
1024,1151830.145737,80417.000000,217303.455585
2048,679969.837514,40481.000000,168405.218803
4096,1409943.780971,98981.000000,296147.317715
8192,1945014.630037,140887.000000,767671.853513
16384,946778.128915,35357.000000,211329.859509
32768,3547727.235225,216596.000000,2410373.544248
65536,758033.959099,38180.000000,0.000000
