frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,287252.338081,33509.000000,0.000000
4,667767.602951,33039.000000,0.000000
8,473254.074014,33964.000000,0.000000
16,572883.705018,31185.000000,0.000000
32,672511.638986,34447.000000,0.000000
64,1251228.044344,100323.000000,0.000000
128,1148394.946875,63844.000000,0.000000
256,669067.724513,33983.000000,0.000000
512,1048926.873826,32271.000000,0.000000
1024,502911.144170,32102.000000,0.000000
2048,1077837.616359,70110.000000,0.000000
4096,1818871.603284,167399.000000,0.000000
8192,2053982.931200,165540.000000,0.000000
16384,1455718.083478,137492.000000,0.000000
32768,726336.165436,32583.000000,0.000000
65536,5229376.556550,239763.000000,0.000000
