frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,785029.025735,33975.000000,22386.417668
4,696890.143087,37224.000000,1921.236060
8,854080.122232,31653.000000,267.067407
16,840174.925814,30293.000000,32841.571202
32,866120.264023,33979.000000,46977.815264
64,1360098.229147,114634.000000,75571.661197
128,970333.692650,36797.000000,26663.316335
256,1560478.574505,131110.000000,79491.656682
512,835475.794765,34425.000000,44299.244621
1024,1160692.037974,80952.000000,82794.027442
2048,1325615.328852,75961.000000,163310.967764
4096,2653040.379366,215910.000000,385602.667413
8192,1230919.074325,67123.000000,328110.228739
16384,983807.673403,33505.000000,224374.979782
32768,2999504.259895,227792.000000,1846460.259634
65536,1288757.940641,91177.000000,1288700.496887
