frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,692619.734994,36287.000000,725.354396
4,820560.284751,41426.000000,28411.299865
8,866800.910323,40008.000000,2457.036426
16,733612.514613,36805.000000,23351.824918
32,878432.489910,36291.000000,34580.454450
64,1288832.594933,102380.000000,34453.126593
128,1155873.226877,68332.000000,53066.992679
256,1175145.101022,75180.000000,121140.323885
512,1009258.402265,42733.000000,84620.106913
1024,1755002.314144,154225.000000,323993.880459
2048,1005577.061531,42509.000000,195433.756227
4096,984639.787085,35821.000000,250204.231387
8192,1421813.073296,71302.000000,432445.748984
16384,558329.102316,39093.000000,204448.709064
32768,581396.363384,27924.000000,301650.070123
65536,2092651.052660,166065.000000,1693232.757858
