frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,605277.174863,43281.000000,4211.315590
4,449985.171086,42338.000000,308.155805
8,678527.653392,43293.000000,258.613611
16,948700.984422,44680.000000,292.649962
32,1136988.868059,44746.000000,40397.703412
64,1105445.699665,41432.000000,41531.432133
128,1026429.445902,50712.000000,44636.148434
256,1467826.740422,135421.000000,184269.659450
512,1488230.322444,127923.000000,114368.944723
1024,1529428.353938,115275.000000,126764.843640
2048,1232592.411762,82159.000000,169339.106313
4096,1722866.074767,149580.000000,331568.130367
8192,3037520.376775,206954.000000,821897.351312
16384,1182271.002173,45196.000000,421407.623346
32768,2094934.591826,139422.000000,1694166.983891
65536,1517272.029244,143301.000000,800272.050161
