frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,863263.577657,35819.000000,27491.721827
4,650293.653481,32097.000000,66.377707
8,838706.121106,33121.000000,112.738636
16,936428.132814,34604.000000,18666.844243
32,897231.360133,31166.000000,234.682765
64,1053339.392491,40122.000000,60482.671080
128,1046977.715360,33209.000000,77590.719226
256,1187244.460299,69359.000000,105637.577935
512,1913625.563439,170090.000000,513393.646746
1024,1678713.525972,142438.000000,93019.483438
2048,1218242.033118,106065.000000,235735.821593
4096,636074.204942,31171.000000,186272.218785
8192,826047.530919,32578.000000,266510.907615
16384,935634.686675,34578.000000,256327.511924
32768,1372951.058437,86448.000000,447163.031673
65536,1246319.226141,34848.000000,0.000000
