frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,851480.694727,33534.000000,16.000000
4,722917.900376,37241.000000,358.189894
8,908927.530197,33078.000000,20469.717707
16,719096.469749,34423.000000,32986.656484
32,1076517.112592,31643.000000,31969.732498
64,991258.890490,37214.000000,32940.242835
128,1130955.007483,34480.000000,107700.577640
256,1079882.664809,63470.000000,74445.316280
512,1033496.728661,34889.000000,133206.313187
1024,1132599.909003,36748.000000,124509.902409
2048,1087675.866839,36188.000000,204961.804222
4096,1339249.084356,75397.000000,391608.495922
8192,650571.053593,33992.000000,138288.778203
16384,644542.933108,29782.000000,255936.141447
32768,719731.754026,35035.000000,0.000000
65536,238435.124088,28854.000000,0.000000
