frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,782102.656414,40058.000000,22344.777734
4,396765.857568,40495.000000,2268.319422
8,669506.995093,36751.000000,105.536723
16,963348.046494,37712.000000,26844.597613
32,743637.954355,37220.000000,107.652218
64,1038426.891479,38657.000000,57639.857469
128,1139106.777538,71845.000000,56520.053370
256,1467670.090275,117022.000000,183052.467902
512,1108961.561710,37233.000000,146103.835668
1024,1381447.018654,96303.000000,107438.277011
2048,2445370.381849,205232.000000,198908.824231
4096,1789811.946126,145378.000000,281308.052190
8192,1244855.182940,85315.000000,422503.691456
16384,2091883.606814,171708.000000,754496.257526
32768,1334516.925490,93945.000000,380312.201191
65536,1462091.837677,128521.000000,1113950.066376
