frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,699240.943734,43278.000000,27985.276718
4,564726.347235,41873.000000,220.304335
8,874389.920738,40950.000000,27073.158072
16,1005065.481223,43064.000000,48671.170717
32,1056024.458537,43253.000000,37313.764779
64,1246138.640159,68798.000000,33658.464270
128,1195024.589257,42377.000000,55272.925208
256,1144323.801425,40469.000000,115321.647682
512,1194050.420206,59585.000000,143868.108200
1024,1165072.107296,48377.000000,151231.304200
2048,2091004.546936,179861.000000,737207.941517
4096,2241650.368229,224554.000000,352297.732894
8192,990686.058958,41866.000000,404592.924105
16384,1370229.819110,105030.000000,367872.948091
32768,3262971.638942,298493.000000,2370636.006363
65536,2383193.473650,170443.000000,2074955.635092
