frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,706074.253203,39085.000000,0.000000
4,483372.635387,38632.000000,0.000000
8,891030.790789,49327.000000,0.000000
16,689670.474479,39544.000000,0.000000
32,773990.097734,40469.000000,0.000000
64,851777.558190,38630.000000,0.000000
128,1041614.673318,40486.000000,0.000000
256,933339.870890,41406.000000,0.000000
512,1275169.275527,122425.000000,0.000000
1024,2326509.137600,196993.000000,0.000000
2048,1249649.042364,88641.000000,0.000000
4096,1794813.066906,156294.000000,0.000000
8192,1509231.170856,95170.000000,0.000000
16384,1069007.087809,47562.000000,0.000000
32768,801315.532114,39095.000000,0.000000
65536,109765.969690,30362.000000,0.000000
