frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,625788.746760,39075.000000,148.276768
4,789117.340100,41562.000000,97.205967
8,923172.057241,42339.000000,35878.017378
16,998934.954966,41866.000000,360.488557
32,946659.330786,43341.000000,43447.278718
64,884539.928158,42349.000000,44615.267376
128,1412080.323635,111999.000000,88875.911483
256,1169056.270258,44672.000000,83287.131095
512,1166240.237821,48646.000000,95066.925537
1024,1428495.091506,126067.000000,166405.059163
2048,1503422.388584,160019.000000,190890.836407
4096,1826421.558710,164333.000000,215388.725817
8192,1649991.888173,124117.000000,1135117.915655
16384,1167256.687246,47533.000000,405537.582406
32768,1185619.359758,83274.000000,396267.431569
65536,6463776.157343,283785.000000,6036135.742716
