frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,520858.243693,33497.000000,756.479345
4,776110.618580,32610.000000,20934.195996
8,859699.665269,36289.000000,38171.340270
16,725145.468581,33964.000000,29693.156973
32,935666.552635,33970.000000,44053.869013
64,1238867.917341,57357.000000,68236.109216
128,1323568.910954,98960.000000,84553.143774
256,1467551.537723,112282.000000,73182.529937
512,736790.088137,33973.000000,47691.410443
1024,960909.019109,33507.000000,97619.399650
2048,1152791.360608,54804.000000,393043.422151
4096,1052921.420808,34423.000000,152281.975581
8192,2295285.802413,169965.000000,666181.631051
16384,1193425.960765,74937.000000,590463.820199
32768,487203.469704,34910.000000,312523.989532
65536,5594070.785223,289345.000000,3740071.634388
