frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,623485.019945,44663.000000,237.305710
4,664896.073748,42801.000000,29799.184251
8,859544.911486,38672.000000,24200.021983
16,951028.951858,47453.000000,35380.097951
32,1044533.226076,42955.000000,49907.061334
64,1028789.080123,47470.000000,74645.358181
128,1233263.166053,41875.000000,94633.296434
256,1054084.850267,46298.000000,102336.313770
512,1129716.489556,43342.000000,165159.628091
1024,1582958.677438,130227.000000,326223.636992
2048,1327836.375453,94004.000000,60436.629564
4096,763329.244541,46064.000000,246633.414001
8192,643890.300453,40532.000000,318918.637016
16384,2530412.076182,208022.000000,1606168.907077
32768,1679828.563089,130215.000000,1038255.778944
65536,1553457.449249,146941.000000,1185477.510948
