frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,860661.323548,43749.000000,19090.890864
4,841497.606854,37705.000000,23726.479933
8,1077695.079264,42841.000000,36564.446899
16,495180.276076,40475.000000,113.551750
32,943981.474159,39102.000000,43620.523954
64,1071498.685142,52701.000000,40219.517091
128,1100096.220338,60338.000000,86966.943944
256,1162813.478800,68860.000000,121593.306740
512,1175534.814291,53605.000000,68637.608226
1024,928263.016337,37587.000000,114310.096203
2048,1125432.752305,40878.000000,223372.531022
4096,1748545.502779,149152.000000,142674.164063
8192,929268.754784,53837.000000,319466.350477
16384,2068908.942479,166653.000000,1358437.551252
32768,977031.347653,66714.000000,571035.324900
65536,3682786.256867,204198.000000,3506931.520197
