arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
36.00,16.77,64.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
32.00,30.00,18.00,99.75,0.25,397
36.00,30.00,15.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
34.00,30.00,18.00,98.74,1.26,397
36.00,30.00,18.00,99.50,0.50,397
38.00,30.00,12.00,100.00,0.00,397
40.00,30.00,18.00,98.74,1.26,397
32.00,30.00,6.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
38.00,4.07,262144.00,27.96,72.04,397
40.00,4.07,262144.00,29.72,70.28,397
28.00,30.00,6.00,100.00,0.00,397
36.00,7.92,512.00,36.11,63.89,396
28.00,16.77,64.00,100.00,0.00,397
38.00,7.92,512.00,43.83,56.17,397
30.00,30.00,18.00,98.74,1.26,397
40.00,5.65,4096.00,29.97,70.03,397
32.00,4.64,32768.00,36.29,63.71,394
28.00,30.00,12.00,100.00,0.00,397
22.00,4.07,262144.00,30.98,69.02,397
40.00,4.64,32768.00,29.22,70.78,397
28.00,30.00,15.00,99.75,0.25,397
40.00,7.92,512.00,38.04,61.96,397
36.00,5.65,4096.00,31.74,68.26,397
26.00,5.65,4096.00,29.85,70.15,392
34.00,4.64,32768.00,30.23,69.77,397
26.00,30.00,9.00,100.00,0.00,396
34.00,7.92,512.00,35.77,64.23,397
34.00,4.07,262144.00,28.46,71.54,397
28.00,30.00,18.00,98.99,1.01,397
24.00,30.00,18.00,100.00,0.00,396
26.00,30.00,18.00,99.24,0.76,396
22.00,30.00,6.00,100.00,0.00,396
30.00,7.92,512.00,35.86,64.14,396
24.00,4.64,32768.00,32.24,67.76,397
24.00,30.00,12.00,100.00,0.00,396
22.00,30.00,9.00,100.00,0.00,395
26.00,30.00,15.00,100.00,0.00,397
28.00,30.00,9.00,100.00,0.00,397
26.00,4.07,262144.00,31.99,68.01,397
24.00,16.77,64.00,100.00,0.00,397
34.00,5.65,4096.00,31.90,68.10,395
28.00,4.07,262144.00,36.27,63.73,397
36.00,4.64,32768.00,29.38,70.62,388
24.00,4.07,262144.00,29.37,70.63,395
22.00,5.65,4096.00,37.03,62.97,397
20.00,4.07,262144.00,26.67,73.33,375
36.00,4.07,262144.00,28.46,71.54,397
32.00,7.92,512.00,35.77,64.23,397
26.00,30.00,6.00,100.00,0.00,397
22.00,30.00,12.00,100.00,0.00,396
28.00,4.64,32768.00,29.97,70.03,397
20.00,16.77,64.00,100.00,0.00,396
20.00,7.92,512.00,36.20,63.80,395
20.00,30.00,12.00,100.00,0.00,396
38.00,4.64,32768.00,32.49,67.51,397
28.00,7.92,512.00,38.89,61.11,396
26.00,4.64,32768.00,28.97,71.03,397
38.00,5.65,4096.00,36.02,63.98,397
24.00,30.00,9.00,100.00,0.00,396
32.00,4.07,262144.00,25.90,74.10,390
24.00,30.00,6.00,100.00,0.00,397
26.00,7.92,512.00,34.85,65.15,396
24.00,5.65,4096.00,36.02,63.98,397
32.00,5.65,4096.00,32.49,67.51,397
20.00,30.00,15.00,100.00,0.00,394
22.00,16.77,64.00,100.00,0.00,396
20.00,30.00,6.00,100.00,0.00,396
30.00,4.64,32768.00,29.47,70.53,397
22.00,30.00,15.00,100.00,0.00,396
20.00,5.65,4096.00,33.59,66.41,393
20.00,30.00,9.00,100.00,0.00,396
24.00,30.00,15.00,99.49,0.51,396
20.00,4.64,32768.00,33.50,66.50,397
20.00,30.00,18.00,99.75,0.25,396
30.00,5.65,4096.00,28.21,71.79,397
28.00,5.65,4096.00,31.65,68.35,395
24.00,7.92,512.00,40.51,59.49,395
30.00,4.07,262144.00,28.10,71.90,395
26.00,16.77,64.00,100.00,0.00,397
22.00,4.64,32768.00,31.82,68.18,396
22.00,30.00,18.00,99.49,0.51,395
26.00,30.00,12.00,100.00,0.00,397
22.00,7.92,512.00,42.03,57.97,395
34.00,30.00,9.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
34.00,30.00,18.00,99.24,0.76,397
36.00,30.00,18.00,99.50,0.50,397
38.00,30.00,9.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
38.00,30.00,18.00,99.75,0.25,397
40.00,30.00,18.00,98.99,1.01,397
32.00,16.77,64.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
32.00,30.00,18.00,98.99,1.01,397
32.00,30.00,6.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,396
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,18.00,99.50,0.50,397
30.00,4.64,32768.00,29.47,70.53,397
30.00,30.00,15.00,100.00,0.00,397
38.00,5.65,4096.00,34.76,65.24,397
26.00,4.64,32768.00,30.23,69.77,397
28.00,30.00,18.00,98.99,1.01,397
28.00,30.00,6.00,100.00,0.00,397
26.00,30.00,15.00,100.00,0.00,397
28.00,30.00,12.00,100.00,0.00,397
34.00,7.92,512.00,39.55,60.45,397
30.00,7.92,512.00,38.29,61.71,397
32.00,5.65,4096.00,30.48,69.52,397
34.00,5.65,4096.00,30.23,69.77,397
38.00,7.92,512.00,38.54,61.46,397
40.00,5.65,4096.00,33.00,67.00,397
28.00,4.07,262144.00,32.75,67.25,397
38.00,4.07,262144.00,29.23,70.77,390
24.00,30.00,15.00,100.00,0.00,396
26.00,16.77,64.00,100.00,0.00,397
