arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,30.00,9.00,100.00,0.00,51
34.00,30.00,9.00,100.00,0.00,51
38.00,30.00,15.00,100.00,0.00,51
36.00,30.00,15.00,100.00,0.00,51
38.00,30.00,6.00,100.00,0.00,51
36.00,30.00,6.00,100.00,0.00,51
40.00,30.00,15.00,100.00,0.00,51
40.00,30.00,18.00,100.00,0.00,51
40.00,30.00,12.00,100.00,0.00,51
34.00,30.00,12.00,100.00,0.00,51
36.00,30.00,9.00,100.00,0.00,51
34.00,30.00,18.00,100.00,0.00,51
38.00,30.00,12.00,100.00,0.00,51
36.00,30.00,18.00,100.00,0.00,51
32.00,30.00,12.00,100.00,0.00,51
40.00,30.00,6.00,100.00,0.00,51
34.00,16.77,64.00,100.00,0.00,51
30.00,16.77,64.00,100.00,0.00,51
28.00,30.00,12.00,100.00,0.00,51
32.00,30.00,15.00,100.00,0.00,51
40.00,30.00,9.00,100.00,0.00,51
32.00,30.00,18.00,100.00,0.00,51
30.00,30.00,18.00,100.00,0.00,51
36.00,16.77,64.00,100.00,0.00,51
30.00,30.00,9.00,100.00,0.00,51
24.00,16.77,64.00,100.00,0.00,51
36.00,30.00,12.00,100.00,0.00,51
34.00,30.00,15.00,100.00,0.00,51
34.00,4.64,32768.00,3.92,96.08,51
38.00,30.00,18.00,100.00,0.00,51
32.00,16.77,64.00,100.00,0.00,51
40.00,16.77,64.00,100.00,0.00,51
34.00,30.00,6.00,100.00,0.00,51
36.00,7.92,512.00,7.84,92.16,51
32.00,30.00,6.00,100.00,0.00,51
38.00,30.00,9.00,100.00,0.00,51
28.00,30.00,6.00,100.00,0.00,51
40.00,7.92,512.00,13.73,86.27,51
30.00,30.00,6.00,100.00,0.00,51
30.00,4.64,32768.00,1.96,98.04,51
24.00,7.92,512.00,7.84,92.16,51
30.00,30.00,12.00,100.00,0.00,51
22.00,7.92,512.00,9.80,90.20,51
32.00,5.65,4096.00,7.84,92.16,51
20.00,30.00,18.00,100.00,0.00,51
22.00,16.77,64.00,100.00,0.00,51
28.00,30.00,9.00,100.00,0.00,51
22.00,4.64,32768.00,2.00,98.00,50
24.00,30.00,12.00,100.00,0.00,51
38.00,16.77,64.00,100.00,0.00,51
24.00,30.00,15.00,100.00,0.00,51
40.00,5.65,4096.00,5.88,94.12,51
30.00,30.00,15.00,100.00,0.00,51
28.00,30.00,15.00,100.00,0.00,51
38.00,5.65,4096.00,1.96,98.04,51
38.00,4.64,32768.00,1.96,98.04,51
32.00,7.92,512.00,9.80,90.20,51
26.00,30.00,12.00,100.00,0.00,51
22.00,30.00,12.00,100.00,0.00,51
26.00,30.00,6.00,100.00,0.00,51
24.00,30.00,9.00,100.00,0.00,51
28.00,16.77,64.00,100.00,0.00,51
34.00,5.65,4096.00,3.92,96.08,51
26.00,30.00,18.00,100.00,0.00,51
26.00,16.77,64.00,100.00,0.00,51
38.00,7.92,512.00,3.92,96.08,51
32.00,4.64,32768.00,1.96,98.04,51
26.00,4.64,32768.00,1.96,98.04,51
28.00,5.65,4096.00,1.96,98.04,51
24.00,30.00,18.00,100.00,0.00,51
24.00,30.00,6.00,100.00,0.00,51
24.00,5.65,4096.00,6.00,94.00,50
40.00,4.64,32768.00,1.96,98.04,51
20.00,5.65,4096.00,3.92,96.08,51
34.00,7.92,512.00,7.84,92.16,51
26.00,30.00,15.00,100.00,0.00,51
28.00,4.07,262144.00,3.92,96.08,51
20.00,16.77,64.00,100.00,0.00,51
20.00,30.00,15.00,100.00,0.00,51
40.00,4.07,262144.00,3.92,96.08,51
32.00,4.07,262144.00,1.96,98.04,51
20.00,30.00,6.00,100.00,0.00,51
26.00,5.65,4096.00,3.92,96.08,51
28.00,30.00,18.00,100.00,0.00,51
22.00,4.07,262144.00,1.96,98.04,51
20.00,4.64,32768.00,2.00,98.00,50
20.00,4.07,262144.00,2.00,98.00,50
24.00,4.07,262144.00,1.96,98.04,51
24.00,4.64,32768.00,3.92,96.08,51
26.00,30.00,9.00,100.00,0.00,51
22.00,30.00,9.00,100.00,0.00,51
28.00,7.92,512.00,5.88,94.12,51
20.00,30.00,9.00,100.00,0.00,51
34.00,4.07,262144.00,3.92,96.08,51
22.00,30.00,6.00,100.00,0.00,51
36.00,4.07,262144.00,3.92,96.08,51
28.00,4.64,32768.00,1.96,98.04,51
20.00,7.92,512.00,11.76,88.24,51
22.00,5.65,4096.00,4.00,96.00,50
30.00,5.65,4096.00,3.92,96.08,51
26.00,7.92,512.00,5.88,94.12,51
36.00,5.65,4096.00,1.96,98.04,51
22.00,30.00,15.00,100.00,0.00,51
20.00,30.00,12.00,100.00,0.00,51
30.00,7.92,512.00,3.92,96.08,51
30.00,4.07,262144.00,1.96,98.04,51
38.00,4.07,262144.00,3.92,96.08,51
36.00,4.64,32768.00,1.96,98.04,51
22.00,30.00,18.00,100.00,0.00,51
26.00,4.07,262144.00,3.92,96.08,51
34.00,16.77,64.00,100.00,0.00,51
34.00,30.00,9.00,100.00,0.00,51
30.00,30.00,12.00,100.00,0.00,51
32.00,30.00,12.00,100.00,0.00,51
36.00,30.00,6.00,100.00,0.00,51
34.00,30.00,12.00,100.00,0.00,51
38.00,16.77,64.00,100.00,0.00,51
38.00,30.00,12.00,100.00,0.00,51
32.00,30.00,15.00,100.00,0.00,51
34.00,30.00,15.00,100.00,0.00,51
34.00,30.00,18.00,100.00,0.00,51
40.00,16.77,64.00,100.00,0.00,51
40.00,30.00,15.00,100.00,0.00,51
40.00,30.00,18.00,100.00,0.00,51
34.00,30.00,6.00,100.00,0.00,51
36.00,30.00,9.00,100.00,0.00,51
32.00,30.00,6.00,100.00,0.00,51
32.00,30.00,9.00,100.00,0.00,51
32.00,30.00,18.00,100.00,0.00,51
40.00,30.00,9.00,100.00,0.00,51
40.00,30.00,6.00,100.00,0.00,51
38.00,30.00,15.00,100.00,0.00,51
30.00,16.77,64.00,100.00,0.00,51
38.00,30.00,9.00,100.00,0.00,51
24.00,16.77,64.00,100.00,0.00,51
40.00,30.00,12.00,100.00,0.00,51
36.00,16.77,64.00,100.00,0.00,51
36.00,30.00,12.00,100.00,0.00,51
26.00,7.92,512.00,7.84,92.16,51
30.00,30.00,15.00,100.00,0.00,51
38.00,30.00,6.00,100.00,0.00,51
30.00,30.00,18.00,100.00,0.00,51
36.00,30.00,15.00,100.00,0.00,51
20.00,16.77,64.00,100.00,0.00,51
36.00,30.00,18.00,100.00,0.00,51
24.00,4.07,262144.00,1.96,98.04,51
24.00,7.92,512.00,7.84,92.16,51
32.00,16.77,64.00,100.00,0.00,51
26.00,30.00,15.00,100.00,0.00,51
28.00,30.00,9.00,100.00,0.00,51
28.00,30.00,12.00,100.00,0.00,51
26.00,5.65,4096.00,5.88,94.12,51
40.00,7.92,512.00,13.73,86.27,51
38.00,30.00,18.00,100.00,0.00,51
28.00,30.00,15.00,100.00,0.00,51
22.00,5.65,4096.00,1.96,98.04,51
24.00,30.00,6.00,100.00,0.00,51
30.00,30.00,9.00,100.00,0.00,51
26.00,30.00,18.00,100.00,0.00,51
30.00,7.92,512.00,13.73,86.27,51
26.00,4.64,32768.00,3.92,96.08,51
22.00,30.00,6.00,100.00,0.00,51
28.00,5.65,4096.00,1.96,98.04,51
