arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
36.00,30.00,18.00,99.50,0.50,397
36.00,30.00,12.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
40.00,30.00,18.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
32.00,30.00,18.00,97.23,2.77,397
34.00,30.00,18.00,99.24,0.76,397
38.00,30.00,18.00,99.50,0.50,397
38.00,30.00,12.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
36.00,30.00,15.00,99.50,0.50,397
32.00,30.00,9.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
36.00,7.92,512.00,36.78,63.22,397
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
28.00,30.00,6.00,100.00,0.00,397
30.00,30.00,18.00,98.74,1.26,397
38.00,5.65,4096.00,35.19,64.81,395
28.00,30.00,15.00,99.75,0.25,397
34.00,5.65,4096.00,32.83,67.17,396
36.00,4.07,262144.00,28.46,71.54,397
34.00,7.92,512.00,37.78,62.22,397
30.00,4.64,32768.00,28.24,71.76,393
28.00,30.00,12.00,100.00,0.00,397
40.00,4.07,262144.00,27.96,72.04,397
24.00,4.64,32768.00,28.79,71.21,396
30.00,7.92,512.00,39.55,60.45,397
32.00,7.92,512.00,39.80,60.20,397
32.00,4.07,262144.00,27.96,72.04,397
24.00,30.00,12.00,100.00,0.00,396
30.00,30.00,15.00,100.00,0.00,396
36.00,5.65,4096.00,31.74,68.26,397
38.00,7.92,512.00,44.33,55.67,397
38.00,4.64,32768.00,30.73,69.27,397
26.00,4.64,32768.00,34.26,65.74,397
40.00,7.92,512.00,36.27,63.73,397
24.00,30.00,15.00,100.00,0.00,397
30.00,5.65,4096.00,35.26,64.74,397
20.00,4.64,32768.00,31.39,68.61,395
34.00,4.07,262144.00,27.20,72.80,397
26.00,30.00,9.00,100.00,0.00,396
24.00,30.00,18.00,99.50,0.50,397
24.00,30.00,6.00,100.00,0.00,396
32.00,5.65,4096.00,33.25,66.75,397
24.00,30.00,9.00,100.00,0.00,395
28.00,30.00,18.00,98.49,1.51,397
28.00,16.77,64.00,100.00,0.00,397
40.00,4.64,32768.00,26.45,73.55,397
24.00,4.07,262144.00,25.00,75.00,396
28.00,30.00,9.00,100.00,0.00,397
32.00,4.64,32768.00,30.48,69.52,397
26.00,30.00,12.00,100.00,0.00,396
20.00,30.00,12.00,100.00,0.00,395
20.00,4.07,262144.00,29.04,70.96,396
22.00,16.77,64.00,100.00,0.00,397
36.00,4.64,32768.00,29.22,70.78,397
34.00,4.64,32768.00,31.90,68.10,395
22.00,30.00,6.00,100.00,0.00,396
26.00,30.00,15.00,100.00,0.00,397
26.00,30.00,18.00,99.75,0.25,396
30.00,4.07,262144.00,29.55,70.45,396
20.00,16.77,64.00,100.00,0.00,396
26.00,7.92,512.00,41.56,58.44,397
26.00,4.07,262144.00,29.72,70.28,397
24.00,5.65,4096.00,31.57,68.43,396
26.00,30.00,6.00,100.00,0.00,396
28.00,7.92,512.00,38.64,61.36,396
22.00,7.92,512.00,38.79,61.21,397
20.00,7.92,512.00,38.99,61.01,395
40.00,5.65,4096.00,34.01,65.99,397
22.00,30.00,15.00,100.00,0.00,396
24.00,16.77,64.00,100.00,0.00,396
24.00,7.92,512.00,38.29,61.71,397
38.00,4.07,262144.00,29.72,70.28,397
28.00,5.65,4096.00,28.50,71.50,393
22.00,4.07,262144.00,30.48,69.52,397
22.00,30.00,9.00,100.00,0.00,396
26.00,16.77,64.00,100.00,0.00,397
20.00,30.00,18.00,99.75,0.25,395
28.00,4.07,262144.00,29.72,70.28,397
20.00,30.00,9.00,100.00,0.00,395
20.00,5.65,4096.00,33.75,66.25,397
28.00,4.64,32768.00,34.26,65.74,397
22.00,4.64,32768.00,24.69,75.31,397
20.00,30.00,6.00,100.00,0.00,396
22.00,30.00,12.00,100.00,0.00,396
22.00,5.65,4096.00,33.25,66.75,397
22.00,30.00,18.00,99.24,0.76,396
26.00,5.65,4096.00,32.66,67.34,395
20.00,30.00,15.00,100.00,0.00,395
