Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
20,30.000000,12.000000,5914414.710344,103318.000000,5914414.710344,103318.000000,5914414.710344,103318.000000,5914414.710344,103318.000000,5914414.710344,103318.000000,5914414.710344,103318.000000
20,4.073000,262144.000000,149996.050141,47248.000000,151094.306862,47248.000000,149225.695840,47248.000000,149010.071364,47248.000000,149045.500774,47248.000000,151112.166827,47248.000000
20,16.772000,64.000000,6091441.936635,105772.000000,6091441.936635,105772.000000,6091441.936635,105772.000000,6091441.936635,105772.000000,6091441.936635,105772.000000,6091441.936635,105772.000000
20,7.918000,512.000000,1834175.599767,116974.000000,1834115.181592,116973.000000,1835328.331045,116974.000000,1834106.260776,116971.000000,1834132.015091,116973.000000,1834150.998097,116974.000000
20,4.639000,32768.000000,555016.369061,112428.000000,554388.212052,112439.000000,554326.085586,112410.000000,555066.486269,112456.000000,555042.254419,112457.000000,555177.391317,112442.000000
20,30.000000,18.000000,6160081.875796,108304.000000,6160081.875796,108304.000000,6160081.875796,108304.000000,6160081.875796,108304.000000,6160081.875796,108304.000000,6160081.875796,108304.000000
20,30.000000,9.000000,6000373.440351,103382.000000,6000373.440351,103382.000000,6000373.440351,103382.000000,6000373.440351,103382.000000,6000373.440351,103382.000000,6000373.440351,103382.000000
20,30.000000,15.000000,6110971.454194,106415.000000,6110971.454194,106415.000000,6110971.454194,106415.000000,6110971.454194,106415.000000,6110971.454194,106415.000000,6110971.454194,106415.000000
20,5.649000,4096.000000,826900.920140,117066.000000,828834.014156,117066.000000,826896.374375,117066.000000,828389.592631,117066.000000,826848.729228,117066.000000,826861.785055,117066.000000
20,30.000000,6.000000,6222792.955939,107709.000000,6222792.955939,107709.000000,6222792.955939,107709.000000,6222792.955939,107709.000000,6222792.955939,107709.000000,6222792.955939,107709.000000
