Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
34,16.772000,64.000000,26015.006746,1076.000000,26015.006746,1076.000000,26015.006746,1076.000000,26015.006746,1076.000000,26015.006746,1076.000000,26015.006746,1076.000000
34,30.000000,12.000000,21076.591945,900.000000,21076.591945,900.000000,21076.591945,900.000000,21076.591945,900.000000,21076.591945,900.000000,21076.591945,900.000000
34,30.000000,6.000000,22110.530862,824.000000,22110.530862,824.000000,22110.530862,824.000000,22110.530862,824.000000,22110.530862,824.000000,22110.530862,824.000000
34,30.000000,9.000000,24927.705871,950.000000,24927.705871,950.000000,24927.705871,950.000000,24927.705871,950.000000,24927.705871,950.000000,24927.705871,950.000000
34,4.639000,32768.000000,46115.036940,14803.000000,45982.726583,14811.000000,45993.308046,14820.000000,46114.891836,14795.000000,45975.526609,14790.000000,46023.567626,14820.000000
34,30.000000,15.000000,42206.814414,1935.000000,42206.814414,1935.000000,42206.814414,1935.000000,42206.814414,1935.000000,42206.814414,1935.000000,42206.814414,1935.000000
34,7.918000,512.000000,67872.337649,12664.000000,67865.850190,12666.000000,67876.703839,12666.000000,68113.733755,12666.000000,67862.192324,12666.000000,67874.529457,12665.000000
34,4.073000,262144.000000,56385.023384,31185.000000,56369.190592,31185.000000,56350.583076,31185.000000,56361.884905,31185.000000,56347.266411,31185.000000,56372.413138,31185.000000
34,30.000000,18.000000,25922.657445,991.000000,25922.657445,991.000000,25922.657445,991.000000,25922.657445,991.000000,25922.657445,991.000000,25922.657445,991.000000
34,5.649000,4096.000000,73701.320239,20588.000000,73713.437486,20588.000000,73699.987307,20588.000000,73707.043123,20588.000000,73695.611952,20588.000000,73706.238413,20588.000000
