Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
26,30.000000,6.000000,2396058.415340,43232.000000,2396058.415340,43232.000000,2396058.415340,43232.000000,2396058.415340,43232.000000,2396058.415340,43232.000000,2396058.415340,43232.000000
26,30.000000,12.000000,2540251.534152,44374.000000,2540251.534152,44374.000000,2540251.534152,44374.000000,2540251.534152,44374.000000,2540251.534152,44374.000000,2540251.534152,44374.000000
26,5.649000,4096.000000,260871.362198,64284.000000,260115.155322,64284.000000,261419.619224,64284.000000,260983.647166,64284.000000,261473.729267,64284.000000,261033.459499,64284.000000
26,4.639000,32768.000000,154931.916367,52254.000000,154854.759617,52254.000000,155108.572120,52254.000000,154884.420340,52254.000000,154957.985922,52254.000000,154873.647013,52254.000000
26,30.000000,18.000000,2931964.002782,52687.000000,2931964.002782,52687.000000,2931964.002782,52687.000000,2931964.002782,52687.000000,2931964.002782,52687.000000,2931964.002782,52687.000000
26,4.073000,262144.000000,305094.550071,228047.000000,305099.303383,228047.000000,305118.956496,228047.000000,305040.733608,228047.000000,305099.616111,228047.000000,305129.783767,228047.000000
26,30.000000,15.000000,2512881.453325,41978.000000,2512881.453325,41978.000000,2512881.453325,41978.000000,2512881.453325,41978.000000,2512881.453325,41978.000000,2512881.453325,41978.000000
26,30.000000,9.000000,2642940.139389,44131.000000,2642940.139389,44131.000000,2642940.139389,44131.000000,2642940.139389,44131.000000,2642940.139389,44131.000000,2642940.139389,44131.000000
26,7.918000,512.000000,513762.959520,47741.000000,514260.222187,47738.000000,514769.675657,47738.000000,514551.361926,47739.000000,514069.788884,47730.000000,513757.379249,47740.000000
26,16.772000,64.000000,2416107.918808,42144.000000,2416107.918808,42144.000000,2416107.918808,42144.000000,2416107.918808,42144.000000,2416107.918808,42144.000000,2416107.918808,42144.000000
