arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32,30.000000,9,60338.458606,60338.458606,60338.458606,60338.458606,60338.458606,60338.458606
32,30.000000,12,47620.736187,47620.736187,47620.736187,47620.736187,47620.736187,47620.736187
32,5.649000,4096,126686.511259,43772.014724,43886.407360,44601.891518,44608.807583,44028.313300
32,7.918000,512,125294.904545,72158.165872,70938.045934,71011.737417,70883.691439,70941.136247
32,30.000000,6,40595.007673,40595.007673,40595.007673,40595.007673,40595.007673,40595.007673
32,4.639000,32768,325992.928104,62846.194300,62820.517309,62870.668861,62882.448998,62835.190865
32,16.772000,64,51660.973345,51660.973345,51660.973345,51660.973345,51660.973345,51660.973345
32,4.073000,262144,229003.230099,33014.537374,33218.473324,33196.465294,225012.243411,33009.186812
