Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
20,4.073000,262144.000000,207892.820559,96717.000000,207814.162641,96717.000000,207877.293440,96717.000000,207868.251171,96717.000000,207880.063580,96717.000000,207825.140787,96717.000000
20,30.000000,18.000000,6280407.968103,109118.000000,6280407.968103,109118.000000,6280407.968103,109118.000000,6280407.968103,109118.000000,6280407.968103,109118.000000,6280407.968103,109118.000000
20,30.000000,12.000000,6065382.858638,105501.000000,6065382.858638,105501.000000,6065382.858638,105501.000000,6065382.858638,105501.000000,6065382.858638,105501.000000,6065382.858638,105501.000000
20,30.000000,15.000000,6067790.056930,105845.000000,6067790.056930,105845.000000,6067790.056930,105845.000000,6067790.056930,105845.000000,6067790.056930,105845.000000,6067790.056930,105845.000000
20,7.918000,512.000000,1704890.629688,108050.000000,1704786.457284,108051.000000,1704959.627590,108052.000000,1704870.814291,108051.000000,1704887.334646,108049.000000,1705559.320243,108050.000000
20,5.649000,4096.000000,660787.705523,101063.000000,660717.630260,101063.000000,660781.909217,101063.000000,660742.085010,101063.000000,660690.477002,101063.000000,660793.488651,101063.000000
20,4.639000,32768.000000,419723.003375,108943.000000,419826.900684,108938.000000,420561.468825,108938.000000,419816.541009,108919.000000,420516.520100,108913.000000,420525.498352,108953.000000
20,16.772000,64.000000,6032071.713603,104893.000000,6032071.713603,104893.000000,6032071.713603,104893.000000,6032071.713603,104893.000000,6032071.713603,104893.000000,6032071.713603,104893.000000
20,30.000000,9.000000,6282963.512864,106441.000000,6282963.512864,106441.000000,6282963.512864,106441.000000,6282963.512864,106441.000000,6282963.512864,106441.000000,6282963.512864,106441.000000
20,30.000000,6.000000,6063008.637356,104776.000000,6063008.637356,104776.000000,6063008.637356,104776.000000,6063008.637356,104776.000000,6063008.637356,104776.000000,6063008.637356,104776.000000
