Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
20,4.639000,32768.000000,461827.448010,124533.000000,461422.261885,124533.000000,460901.118122,124533.000000,460911.464541,124533.000000,462310.098277,124533.000000,461381.974409,124533.000000
20,30.000000,15.000000,6356813.789674,108279.000000,6356813.789674,108279.000000,6356813.789674,108279.000000,6356813.789674,108279.000000,6356813.789674,108279.000000,6356813.789674,108279.000000
20,16.772000,64.000000,6101022.572702,104635.000000,6101022.572702,104635.000000,6101022.572702,104635.000000,6101022.572702,104635.000000,6101022.572702,104635.000000,6101022.572702,104635.000000
20,4.073000,262144.000000,230089.937777,62557.000000,230109.382190,62654.000000,230044.869608,62600.000000,230139.940992,62607.000000,230053.952355,62579.000000,230065.411068,62618.000000
20,5.649000,4096.000000,898027.666111,125771.000000,898172.655092,125771.000000,898072.078239,125771.000000,897963.260902,125771.000000,898049.311671,125771.000000,897916.174522,125771.000000
20,30.000000,6.000000,6061284.446485,103461.000000,6061284.446485,103461.000000,6061284.446485,103461.000000,6061284.446485,103461.000000,6061284.446485,103461.000000,6061284.446485,103461.000000
20,30.000000,18.000000,6358186.359442,110671.000000,6358186.359442,110671.000000,6358186.359442,110671.000000,6358186.359442,110671.000000,6358186.359442,110671.000000,6358186.359442,110671.000000
20,30.000000,12.000000,5693516.269132,98376.000000,5693516.269132,98376.000000,5693516.269132,98376.000000,5693516.269132,98376.000000,5693516.269132,98376.000000,5693516.269132,98376.000000
20,30.000000,9.000000,5904597.598285,103208.000000,5904597.598285,103208.000000,5904597.598285,103208.000000,5904597.598285,103208.000000,5904597.598285,103208.000000,5904597.598285,103208.000000
20,7.918000,512.000000,1560180.640640,103130.000000,1560178.987274,103130.000000,1560183.629993,103130.000000,1560222.212532,103129.000000,1560187.042118,103130.000000,1560211.505857,103129.000000
