Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
28,4.639000,32768.000000,86776.709623,36519.000000,86772.806063,36519.000000,86784.952567,36519.000000,86739.394205,36519.000000,86733.001262,36519.000000,86739.535697,36519.000000
28,5.649000,4096.000000,128581.918208,34154.000000,128457.682600,34147.000000,128526.409905,34129.000000,130023.311910,34150.000000,128573.461717,34136.000000,128495.721870,34139.000000
28,30.000000,6.000000,1436113.403765,24166.000000,1436113.403765,24166.000000,1436113.403765,24166.000000,1436113.403765,24166.000000,1436113.403765,24166.000000,1436113.403765,24166.000000
28,30.000000,15.000000,1295232.807451,22769.000000,1295232.807451,22769.000000,1295232.807451,22769.000000,1295232.807451,22769.000000,1295232.807451,22769.000000,1295232.807451,22769.000000
28,7.918000,512.000000,329474.050760,36647.000000,330473.796353,36650.000000,329557.986987,36651.000000,329633.798296,36650.000000,329537.096819,36647.000000,329496.500124,36651.000000
28,4.073000,262144.000000,85670.130652,61106.000000,85676.937218,61106.000000,85681.085381,61106.000000,85690.153734,61106.000000,85668.484503,61106.000000,85680.212535,61106.000000
28,30.000000,18.000000,1487265.110194,25305.000000,1487265.110194,25305.000000,1487265.110194,25305.000000,1487265.110194,25305.000000,1487265.110194,25305.000000,1487265.110194,25305.000000
28,30.000000,12.000000,1501535.804374,24779.000000,1501535.804374,24779.000000,1501535.804374,24779.000000,1501535.804374,24779.000000,1501535.804374,24779.000000,1501535.804374,24779.000000
28,30.000000,9.000000,1420894.275202,25803.000000,1420894.275202,25803.000000,1420894.275202,25803.000000,1420894.275202,25803.000000,1420894.275202,25803.000000,1420894.275202,25803.000000
28,16.772000,64.000000,1225067.561288,23358.000000,1225067.561288,23358.000000,1225067.561288,23358.000000,1225067.561288,23358.000000,1225067.561288,23358.000000,1225067.561288,23358.000000
