Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
26,5.649000,4096.000000,178743.138724,37373.000000,179136.901628,37380.000000,179022.003379,37376.000000,178745.736416,37376.000000,178820.560904,37373.000000,179121.427049,37373.000000
26,30.000000,9.000000,2838081.456999,47767.000000,2838081.456999,47767.000000,2838081.456999,47767.000000,2838081.456999,47767.000000,2838081.456999,47767.000000,2838081.456999,47767.000000
26,7.918000,512.000000,555152.105562,53078.000000,841115.083427,53077.000000,555158.106142,53075.000000,556141.212022,53075.000000,555104.429664,53068.000000,555480.496510,53074.000000
26,30.000000,6.000000,2438466.825373,40814.000000,2438466.825373,40814.000000,2438466.825373,40814.000000,2438466.825373,40814.000000,2438466.825373,40814.000000,2438466.825373,40814.000000
26,4.073000,262144.000000,211128.997471,157806.000000,211279.479619,157806.000000,211237.307522,157806.000000,211277.912909,157806.000000,211195.164433,157806.000000,211294.296220,157806.000000
26,16.772000,64.000000,2544018.046497,44397.000000,2544018.046497,44397.000000,2544018.046497,44397.000000,2544018.046497,44397.000000,2544018.046497,44397.000000,2544018.046497,44397.000000
26,30.000000,12.000000,2589934.748028,47394.000000,2589934.748028,47394.000000,2589934.748028,47394.000000,2589934.748028,47394.000000,2589934.748028,47394.000000,2589934.748028,47394.000000
26,4.639000,32768.000000,177835.647473,79731.000000,177752.306669,79731.000000,314816.964112,79731.000000,314762.027595,79731.000000,177800.124246,79731.000000,314782.190805,79731.000000
26,30.000000,15.000000,2384129.822220,42695.000000,2384129.822220,42695.000000,2384129.822220,42695.000000,2384129.822220,42695.000000,2384129.822220,42695.000000,2384129.822220,42695.000000
26,30.000000,18.000000,2998671.611342,53500.000000,2998671.611342,53500.000000,2998671.611342,53500.000000,2998671.611342,53500.000000,2998671.611342,53500.000000,2998671.611342,53500.000000
