Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
30,30.000000,15.000000,474155.581500,8586.000000,474155.581500,8586.000000,474155.581500,8586.000000,474155.581500,8586.000000,474155.581500,8586.000000,474155.581500,8586.000000
30,30.000000,6.000000,369510.369764,7555.000000,369510.369764,7555.000000,369510.369764,7555.000000,369510.369764,7555.000000,369510.369764,7555.000000,369510.369764,7555.000000
30,4.639000,32768.000000,153527.753429,69667.000000,153513.557740,69552.000000,153303.040707,69517.000000,153562.936095,69619.000000,153509.770165,69578.000000,153621.589342,69648.000000
30,30.000000,12.000000,369515.107992,7902.000000,369515.107992,7902.000000,369515.107992,7902.000000,369515.107992,7902.000000,369515.107992,7902.000000,369515.107992,7902.000000
30,30.000000,9.000000,225649.354010,5471.000000,225649.354010,5471.000000,225649.354010,5471.000000,225649.354010,5471.000000,225649.354010,5471.000000,225649.354010,5471.000000
30,16.772000,64.000000,188119.876257,4339.000000,188119.876257,4339.000000,188119.876257,4339.000000,188119.876257,4339.000000,188119.876257,4339.000000,188119.876257,4339.000000
30,30.000000,18.000000,280700.531588,5680.000000,280700.531588,5680.000000,280700.531588,5680.000000,280700.531588,5680.000000,280700.531588,5680.000000,280700.531588,5680.000000
30,5.649000,4096.000000,92341.083468,22180.000000,92993.231549,22179.000000,92721.699780,22180.000000,92323.017493,22180.000000,92293.942716,22170.000000,92334.306241,22172.000000
30,4.073000,262144.000000,52816.811178,24659.000000,52788.687917,24703.000000,52802.683530,24698.000000,52878.389055,24774.000000,52882.747499,24772.000000,52787.701068,24659.000000
30,7.918000,512.000000,202250.286615,24501.000000,202408.763274,24501.000000,202731.286495,24499.000000,202253.005928,24501.000000,202391.451292,24501.000000,202538.133530,24498.000000
