Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
24,30.000000,9.000000,3935290.286444,67205.000000,3935290.286444,67205.000000,3935290.286444,67205.000000,3935290.286444,67205.000000,3935290.286444,67205.000000,3935290.286444,67205.000000
24,16.772000,64.000000,4021147.880887,68282.000000,4021147.880887,68282.000000,4021147.880887,68282.000000,4021147.880887,68282.000000,4021147.880887,68282.000000,4021147.880887,68282.000000
24,30.000000,15.000000,3917117.741372,66462.000000,3917117.741372,66462.000000,3917117.741372,66462.000000,3917117.741372,66462.000000,3917117.741372,66462.000000,3917117.741372,66462.000000
24,5.649000,4096.000000,267530.653289,58059.000000,266570.020265,58059.000000,265128.366998,58059.000000,265862.460893,58059.000000,267521.002574,58059.000000,264194.340607,58059.000000
24,30.000000,12.000000,3669564.764845,63195.000000,3669564.764845,63195.000000,3669564.764845,63195.000000,3669564.764845,63195.000000,3669564.764845,63195.000000,3669564.764845,63195.000000
24,30.000000,6.000000,3565485.683470,63127.000000,3565485.683470,63127.000000,3565485.683470,63127.000000,3565485.683470,63127.000000,3565485.683470,63127.000000,3565485.683470,63127.000000
24,4.639000,32768.000000,80538.404485,34262.000000,80771.199403,34262.000000,80550.836110,34262.000000,80755.579640,34262.000000,80776.748412,34262.000000,80595.316775,34262.000000
24,4.073000,262144.000000,195143.556099,71204.000000,195342.988397,71204.000000,195288.067029,71204.000000,195151.519912,71204.000000,195141.099818,71204.000000,195277.272528,71204.000000
24,7.918000,512.000000,933568.422511,75571.000000,933506.460203,75574.000000,933511.340145,75567.000000,933436.269667,75568.000000,934029.615015,75572.000000,934023.611665,75571.000000
24,30.000000,18.000000,4083895.679739,73299.000000,4083895.679739,73299.000000,4083895.679739,73299.000000,4083895.679739,73299.000000,4083895.679739,73299.000000,4083895.679739,73299.000000
