Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
24,30.000000,18.000000,3830141.284606,67692.000000,3830141.284606,67692.000000,3830141.284606,67692.000000,3830141.284606,67692.000000,3830141.284606,67692.000000,3830141.284606,67692.000000
24,4.073000,262144.000000,108037.101410,32623.000000,108043.969758,32623.000000,108079.312109,32623.000000,107996.922702,32623.000000,108052.582047,32623.000000,108073.996280,32623.000000
24,5.649000,4096.000000,317509.324159,59822.000000,317420.310733,59845.000000,317738.304557,59859.000000,317408.147888,59813.000000,317756.870812,59859.000000,318204.273746,59848.000000
24,4.639000,32768.000000,196018.609594,108211.000000,196000.720527,108211.000000,195952.224504,108211.000000,195959.595511,108211.000000,195935.878322,108211.000000,195958.098177,108211.000000
24,30.000000,6.000000,3799454.671720,64600.000000,3799454.671720,64600.000000,3799454.671720,64600.000000,3799454.671720,64600.000000,3799454.671720,64600.000000,3799454.671720,64600.000000
24,7.918000,512.000000,1092569.317049,84969.000000,1095451.347243,84970.000000,1092609.406932,84966.000000,1092561.549858,84970.000000,1092535.702930,84970.000000,1092637.710592,84970.000000
24,16.772000,64.000000,3584682.115158,63851.000000,3584682.115158,63851.000000,3584682.115158,63851.000000,3584682.115158,63851.000000,3584682.115158,63851.000000,3584682.115158,63851.000000
24,30.000000,15.000000,3947881.209652,69079.000000,3947881.209652,69079.000000,3947881.209652,69079.000000,3947881.209652,69079.000000,3947881.209652,69079.000000,3947881.209652,69079.000000
24,30.000000,9.000000,3744761.038139,66078.000000,3744761.038139,66078.000000,3744761.038139,66078.000000,3744761.038139,66078.000000,3744761.038139,66078.000000,3744761.038139,66078.000000
24,30.000000,12.000000,3702556.307496,64392.000000,3702556.307496,64392.000000,3702556.307496,64392.000000,3702556.307496,64392.000000,3702556.307496,64392.000000,3702556.307496,64392.000000
