Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
24,16.772000,64.000000,3724491.584912,65097.000000,3724491.584912,65097.000000,3724491.584912,65097.000000,3724491.584912,65097.000000,3724491.584912,65097.000000,3724491.584912,65097.000000
24,7.918000,512.000000,934598.498657,75777.000000,934594.500600,75769.000000,934927.307203,75769.000000,935724.629312,75775.000000,934663.508183,75769.000000,934725.668826,75773.000000
24,30.000000,15.000000,3969879.109494,67306.000000,3969879.109494,67306.000000,3969879.109494,67306.000000,3969879.109494,67306.000000,3969879.109494,67306.000000,3969879.109494,67306.000000
24,30.000000,6.000000,3771437.596096,64477.000000,3771437.596096,64477.000000,3771437.596096,64477.000000,3771437.596096,64477.000000,3771437.596096,64477.000000,3771437.596096,64477.000000
24,30.000000,18.000000,3863820.763493,66204.000000,3863820.763493,66204.000000,3863820.763493,66204.000000,3863820.763493,66204.000000,3863820.763493,66204.000000,3863820.763493,66204.000000
24,30.000000,12.000000,3687315.651533,65431.000000,3687315.651533,65431.000000,3687315.651533,65431.000000,3687315.651533,65431.000000,3687315.651533,65431.000000,3687315.651533,65431.000000
24,4.073000,262144.000000,120963.492100,48167.000000,121015.024216,48140.000000,123310.873049,52197.000000,121781.987568,48224.000000,121790.078898,48252.000000,121130.029625,48219.000000
24,30.000000,9.000000,3708943.112512,64541.000000,3708943.112512,64541.000000,3708943.112512,64541.000000,3708943.112512,64541.000000,3708943.112512,64541.000000,3708943.112512,64541.000000
24,5.649000,4096.000000,359400.370029,75658.000000,359317.640243,75658.000000,361401.647904,75658.000000,359395.102980,75658.000000,359435.762351,75658.000000,361637.026410,75658.000000
24,4.639000,32768.000000,208044.893593,104436.000000,208031.934616,104436.000000,207784.026342,104436.000000,208906.677684,104436.000000,208002.449885,104436.000000,208052.182786,104436.000000
