Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
30,30.000000,12.000000,338858.147153,6603.000000,338858.147153,6603.000000,338858.147153,6603.000000,338858.147153,6603.000000,338858.147153,6603.000000,338858.147153,6603.000000
30,30.000000,9.000000,152785.554942,3606.000000,152785.554942,3606.000000,152785.554942,3606.000000,152785.554942,3606.000000,152785.554942,3606.000000,152785.554942,3606.000000
30,30.000000,18.000000,403224.736850,9123.000000,403224.736850,9123.000000,403224.736850,9123.000000,403224.736850,9123.000000,403224.736850,9123.000000,403224.736850,9123.000000
30,7.918000,512.000000,257612.842234,27612.000000,257625.004171,27615.000000,257599.806667,27611.000000,257616.401079,27611.000000,257634.855190,27614.000000,257618.504101,27614.000000
30,4.639000,32768.000000,66545.703693,23415.000000,66766.998974,23415.000000,66531.208887,23415.000000,66527.188630,23415.000000,66551.174167,23415.000000,66561.522368,23415.000000
30,16.772000,64.000000,245953.879683,4075.000000,245953.879683,4075.000000,245953.879683,4075.000000,245953.879683,4075.000000,245953.879683,4075.000000,245953.879683,4075.000000
30,30.000000,6.000000,521547.802182,10011.000000,521547.802182,10011.000000,521547.802182,10011.000000,521547.802182,10011.000000,521547.802182,10011.000000,521547.802182,10011.000000
30,4.073000,262144.000000,58156.298679,36477.000000,57917.112497,36477.000000,57910.973511,36477.000000,57910.841360,36477.000000,57920.052374,36477.000000,57903.122446,36477.000000
30,5.649000,4096.000000,91225.833819,23477.000000,91362.751973,23411.000000,91246.340990,23398.000000,91366.127279,23444.000000,91225.453855,23477.000000,91240.292629,23476.000000
30,30.000000,15.000000,927729.918871,15423.000000,927729.918871,15423.000000,927729.918871,15423.000000,927729.918871,15423.000000,927729.918871,15423.000000,927729.918871,15423.000000
