Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
32,4.639000,32768.000000,66418.736844,37169.000000,66398.654828,37169.000000,66393.112685,37169.000000,66393.100688,37169.000000,66362.488109,37169.000000,66356.852924,37169.000000
32,30.000000,15.000000,57355.775585,1641.000000,57355.775585,1641.000000,57355.775585,1641.000000,57355.775585,1641.000000,57355.775585,1641.000000,57355.775585,1641.000000
32,30.000000,18.000000,51969.523925,1669.000000,51969.523925,1669.000000,51969.523925,1669.000000,51969.523925,1669.000000,51969.523925,1669.000000,51969.523925,1669.000000
32,30.000000,12.000000,70405.285277,2148.000000,70405.285277,2148.000000,70405.285277,2148.000000,70405.285277,2148.000000,70405.285277,2148.000000,70405.285277,2148.000000
32,16.772000,64.000000,43611.130666,1447.000000,43611.130666,1447.000000,43611.130666,1447.000000,43611.130666,1447.000000,43611.130666,1447.000000,43611.130666,1447.000000
32,30.000000,9.000000,46697.510266,1513.000000,46697.510266,1513.000000,46697.510266,1513.000000,46697.510266,1513.000000,46697.510266,1513.000000,46697.510266,1513.000000
32,7.918000,512.000000,109852.623583,16736.000000,109878.814905,16736.000000,109810.927434,16737.000000,109867.845501,16737.000000,109856.581323,16735.000000,109821.906285,16729.000000
32,30.000000,6.000000,39830.703094,1279.000000,39830.703094,1279.000000,39830.703094,1279.000000,39830.703094,1279.000000,39830.703094,1279.000000,39830.703094,1279.000000
32,5.649000,4096.000000,84770.732620,22865.000000,85687.088561,22901.000000,85630.212414,22900.000000,84788.335218,22902.000000,84760.448725,22884.000000,84781.440717,22894.000000
32,4.073000,262144.000000,55754.820437,39219.000000,55782.192248,39219.000000,55771.020046,39219.000000,55771.837230,39219.000000,55775.008328,39219.000000,55787.010701,39219.000000
