Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
32,30.000000,12.000000,69249.009047,2310.000000,69249.009047,2310.000000,69249.009047,2310.000000,69249.009047,2310.000000,69249.009047,2310.000000,69249.009047,2310.000000
32,30.000000,18.000000,57635.106185,1962.000000,57635.106185,1962.000000,57635.106185,1962.000000,57635.106185,1962.000000,57635.106185,1962.000000,57635.106185,1962.000000
32,16.772000,64.000000,32698.292616,1028.000000,32698.292616,1028.000000,32698.292616,1028.000000,32698.292616,1028.000000,32698.292616,1028.000000,32698.292616,1028.000000
32,30.000000,9.000000,44851.907184,1146.000000,44851.907184,1146.000000,44851.907184,1146.000000,44851.907184,1146.000000,44851.907184,1146.000000,44851.907184,1146.000000
32,30.000000,6.000000,71077.565356,2345.000000,71077.565356,2345.000000,71077.565356,2345.000000,71077.565356,2345.000000,71077.565356,2345.000000,71077.565356,2345.000000
32,30.000000,15.000000,35672.503907,1492.000000,35672.503907,1492.000000,35672.503907,1492.000000,35672.503907,1492.000000,35672.503907,1492.000000,35672.503907,1492.000000
32,4.639000,32768.000000,61718.644995,29018.000000,61726.665308,29018.000000,61714.206185,29018.000000,61760.950292,29018.000000,61739.028904,29018.000000,61729.583702,29018.000000
32,4.073000,262144.000000,78651.773286,55011.000000,78633.019394,55011.000000,78787.613532,55011.000000,79985.406488,55011.000000,78677.998049,55011.000000,78652.886120,55011.000000
32,7.918000,512.000000,92384.897099,14990.000000,91762.849901,14985.000000,91700.260283,14991.000000,91919.774945,14987.000000,92274.646193,14991.000000,91686.009483,14989.000000
32,5.649000,4096.000000,108976.698775,25444.000000,108357.835291,25444.000000,108888.267830,25444.000000,108923.266307,25444.000000,108982.458634,25444.000000,108708.611310,25444.000000
