Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
36,30.000000,15.000000,17279.915654,624.000000,17279.915654,624.000000,17279.915654,624.000000,17279.915654,624.000000,17279.915654,624.000000,17279.915654,624.000000
36,30.000000,18.000000,22653.655776,1001.000000,22653.655776,1001.000000,22653.655776,1001.000000,22653.655776,1001.000000,22653.655776,1001.000000,22653.655776,1001.000000
36,30.000000,9.000000,15519.072169,647.000000,15519.072169,647.000000,15519.072169,647.000000,15519.072169,647.000000,15519.072169,647.000000,15519.072169,647.000000
36,30.000000,12.000000,16509.488030,784.000000,16509.488030,784.000000,16509.488030,784.000000,16509.488030,784.000000,16509.488030,784.000000,16509.488030,784.000000
36,30.000000,6.000000,13542.774937,540.000000,13542.774937,540.000000,13542.774937,540.000000,13542.774937,540.000000,13542.774937,540.000000,13542.774937,540.000000
36,16.772000,64.000000,16142.012886,652.000000,16142.012886,652.000000,16142.012886,652.000000,16142.012886,652.000000,16142.012886,652.000000,16142.012886,652.000000
36,4.073000,262144.000000,80775.688199,40676.000000,80881.060700,40792.000000,80502.077203,40789.000000,80518.807194,40647.000000,80880.104012,40792.000000,80906.251273,40752.000000
36,7.918000,512.000000,66237.821567,15830.000000,66391.954264,15835.000000,66390.913482,15836.000000,66365.612474,15835.000000,66373.332032,15833.000000,66372.437902,15833.000000
36,4.639000,32768.000000,57322.473150,18050.000000,57322.931598,18047.000000,57461.395580,18036.000000,57338.934364,18019.000000,57340.176072,18050.000000,57306.250950,18047.000000
36,5.649000,4096.000000,48449.214906,20091.000000,48434.971157,20091.000000,48456.122317,20091.000000,48454.984140,20091.000000,48454.469526,20091.000000,48458.130185,20091.000000
