Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
32,16.772000,64.000000,50140.273882,1846.000000,50140.273882,1846.000000,50140.273882,1846.000000,50140.273882,1846.000000,50140.273882,1846.000000,50140.273882,1846.000000
32,30.000000,6.000000,44355.055901,1285.000000,44355.055901,1285.000000,44355.055901,1285.000000,44355.055901,1285.000000,44355.055901,1285.000000,44355.055901,1285.000000
32,30.000000,9.000000,77656.528882,3088.000000,77656.528882,3088.000000,77656.528882,3088.000000,77656.528882,3088.000000,77656.528882,3088.000000,77656.528882,3088.000000
32,30.000000,18.000000,49347.495965,1190.000000,49347.495965,1190.000000,49347.495965,1190.000000,49347.495965,1190.000000,49347.495965,1190.000000,49347.495965,1190.000000
32,30.000000,15.000000,40177.765418,1172.000000,40177.765418,1172.000000,40177.765418,1172.000000,40177.765418,1172.000000,40177.765418,1172.000000,40177.765418,1172.000000
32,4.639000,32768.000000,167413.537275,57035.000000,87770.538981,57035.000000,87759.044052,57035.000000,87710.942903,57035.000000,87766.945048,57035.000000,87651.274686,57035.000000
32,4.073000,262144.000000,202418.488617,195855.000000,202426.918719,195855.000000,202411.880662,195855.000000,202336.723701,195855.000000,202410.963564,195855.000000,202335.511283,195855.000000
32,5.649000,4096.000000,94980.339297,21893.000000,94960.842672,21879.000000,95001.546872,21907.000000,94987.477964,21841.000000,94990.809513,21881.000000,94951.336562,21868.000000
32,30.000000,12.000000,55979.122635,2010.000000,55979.122635,2010.000000,55979.122635,2010.000000,55979.122635,2010.000000,55979.122635,2010.000000,55979.122635,2010.000000
32,7.918000,512.000000,109039.272310,17269.000000,109044.573464,17268.000000,109127.928240,17270.000000,109080.740124,17269.000000,109028.184929,17269.000000,109041.040421,17268.000000
