Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
22,4.073000,262144.000000,173235.547181,63445.000000,173308.076358,63459.000000,173293.197602,63181.000000,173351.561755,63417.000000,173302.539618,63289.000000,173434.586110,63436.000000
22,7.918000,512.000000,1374650.805730,96059.000000,1375728.719206,96057.000000,1376660.848907,96056.000000,1374573.311741,96051.000000,1376019.941348,96053.000000,1374582.877639,96057.000000
22,30.000000,18.000000,5013200.441215,87125.000000,5013200.441215,87125.000000,5013200.441215,87125.000000,5013200.441215,87125.000000,5013200.441215,87125.000000,5013200.441215,87125.000000
22,30.000000,15.000000,5000643.203570,87833.000000,5000643.203570,87833.000000,5000643.203570,87833.000000,5000643.203570,87833.000000,5000643.203570,87833.000000,5000643.203570,87833.000000
22,30.000000,9.000000,4968369.456549,84008.000000,4968369.456549,84008.000000,4968369.456549,84008.000000,4968369.456549,84008.000000,4968369.456549,84008.000000,4968369.456549,84008.000000
22,30.000000,12.000000,4852141.634037,83320.000000,4852141.634037,83320.000000,4852141.634037,83320.000000,4852141.634037,83320.000000,4852141.634037,83320.000000,4852141.634037,83320.000000
22,5.649000,4096.000000,598540.171466,96260.000000,598694.929388,96268.000000,598582.328777,96255.000000,599218.306187,96248.000000,598680.846427,96255.000000,598671.313488,96271.000000
22,4.639000,32768.000000,324598.244949,71818.000000,291332.201787,71839.000000,290800.141584,71815.000000,290890.761058,71827.000000,290888.585584,71766.000000,290843.260422,71815.000000
22,30.000000,6.000000,5030528.429580,85160.000000,5030528.429580,85160.000000,5030528.429580,85160.000000,5030528.429580,85160.000000,5030528.429580,85160.000000,5030528.429580,85160.000000
22,16.772000,64.000000,4863315.810352,86936.000000,4863315.810352,86936.000000,4863315.810352,86936.000000,4863315.810352,86936.000000,4863315.810352,86936.000000,4863315.810352,86936.000000
