Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
32,30.000000,12.000000,79986.072431,2444.000000,79986.072431,2444.000000,79986.072431,2444.000000,79986.072431,2444.000000,79986.072431,2444.000000,79986.072431,2444.000000
32,30.000000,18.000000,73847.352363,2346.000000,73847.352363,2346.000000,73847.352363,2346.000000,73847.352363,2346.000000,73847.352363,2346.000000,73847.352363,2346.000000
32,30.000000,6.000000,31116.048785,1087.000000,31116.048785,1087.000000,31116.048785,1087.000000,31116.048785,1087.000000,31116.048785,1087.000000,31116.048785,1087.000000
32,7.918000,512.000000,72852.031660,14619.000000,72750.348343,14621.000000,72109.017917,14622.000000,72978.905130,14622.000000,72879.529376,14619.000000,73714.891548,14619.000000
32,4.073000,262144.000000,62977.064317,45101.000000,62961.197058,45101.000000,62977.249194,45101.000000,62974.863065,45101.000000,62975.499291,45101.000000,62963.138121,45101.000000
32,30.000000,9.000000,54833.323117,1674.000000,54833.323117,1674.000000,54833.323117,1674.000000,54833.323117,1674.000000,54833.323117,1674.000000,54833.323117,1674.000000
32,30.000000,15.000000,42422.403963,1280.000000,42422.403963,1280.000000,42422.403963,1280.000000,42422.403963,1280.000000,42422.403963,1280.000000,42422.403963,1280.000000
32,16.772000,64.000000,43080.416177,1339.000000,43080.416177,1339.000000,43080.416177,1339.000000,43080.416177,1339.000000,43080.416177,1339.000000,43080.416177,1339.000000
32,5.649000,4096.000000,97214.694296,25007.000000,96241.226468,25007.000000,96135.135346,24979.000000,96086.330833,25007.000000,96184.252625,25007.000000,96205.375271,25007.000000
32,4.639000,32768.000000,81419.812478,47786.000000,83276.215212,47786.000000,84184.009052,47786.000000,84196.648627,47786.000000,81419.420533,47786.000000,82353.945042,47786.000000
