Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
40,7.918000,512.000000,27706.512105,7771.000000,27713.923667,7771.000000,27709.294433,7767.000000,27713.193609,7770.000000,27703.368135,7771.000000,27704.020520,7771.000000
40,30.000000,18.000000,13140.651316,572.000000,13140.651316,572.000000,13140.651316,572.000000,13140.651316,572.000000,13140.651316,572.000000,13140.651316,572.000000
40,30.000000,15.000000,11197.044074,506.000000,11197.044074,506.000000,11197.044074,506.000000,11197.044074,506.000000,11197.044074,506.000000,11197.044074,506.000000
40,4.639000,32768.000000,51914.247437,13180.000000,51915.847552,13180.000000,51918.430851,13180.000000,51914.941067,13180.000000,51914.983800,13180.000000,51925.100347,13180.000000
40,30.000000,6.000000,10439.342556,406.000000,10439.342556,406.000000,10439.342556,406.000000,10439.342556,406.000000,10439.342556,406.000000,10439.342556,406.000000
40,5.649000,4096.000000,54370.626436,16807.000000,54321.481920,16797.000000,54365.663631,16829.000000,54356.783854,16829.000000,54376.048312,16818.000000,54349.130205,16793.000000
40,30.000000,9.000000,10183.490855,511.000000,10183.490855,511.000000,10183.490855,511.000000,10183.490855,511.000000,10183.490855,511.000000,10183.490855,511.000000
40,30.000000,12.000000,11045.798613,462.000000,11045.798613,462.000000,11045.798613,462.000000,11045.798613,462.000000,11045.798613,462.000000,11045.798613,462.000000
40,16.772000,64.000000,10790.410697,513.000000,10790.410697,513.000000,10790.410697,513.000000,10790.410697,513.000000,10790.410697,513.000000,10790.410697,513.000000
40,4.073000,262144.000000,59554.327030,44140.000000,59554.538282,44140.000000,59557.554886,44140.000000,59563.843823,44140.000000,59556.201919,44140.000000,59566.402208,44140.000000
