arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
36,30.000000,6,17068.144949,17068.144949,17068.144949,17068.144949,17068.144949,17068.144949
36,16.772000,64,16115.234873,16115.234873,16115.234873,16115.234873,16115.234873,16115.234873
36,30.000000,9,14988.844318,14988.844318,14988.844318,14988.844318,14988.844318,14988.844318
36,5.649000,4096,47692.524781,36799.159651,36710.889039,37421.598082,39770.777299,36782.249768
36,4.639000,32768,313240.769861,53405.683686,53386.377167,53399.913951,53392.757692,53405.663389
36,7.918000,512,28792.850970,28573.260559,28234.293988,28235.444976,28156.453044,28347.857891
36,4.073000,262144,41058.900813,26693.228299,26691.801887,26689.012421,40767.843995,26691.751572
36,30.000000,12,20347.667704,20347.667704,20347.667704,20347.667704,20347.667704,20347.667704
