Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
20,4.073000,262144.000000,259273.325961,72455.000000,259342.117598,72455.000000,260808.841892,72455.000000,262048.683311,72455.000000,259438.823671,72455.000000,259280.583918,72455.000000
20,30.000000,9.000000,5880024.587543,101631.000000,5880024.587543,101631.000000,5880024.587543,101631.000000,5880024.587543,101631.000000,5880024.587543,101631.000000,5880024.587543,101631.000000
20,5.649000,4096.000000,664303.169476,106209.000000,664311.995785,106173.000000,664762.321287,106209.000000,664238.127517,106205.000000,662160.483066,106209.000000,662130.926933,106170.000000
20,7.918000,512.000000,1778379.169934,110896.000000,1778432.704986,110897.000000,1778332.536999,110900.000000,1778405.973568,110902.000000,1778419.155983,110904.000000,1778390.937097,110901.000000
20,30.000000,6.000000,5982645.323344,102816.000000,5982645.323344,102816.000000,5982645.323344,102816.000000,5982645.323344,102816.000000,5982645.323344,102816.000000,5982645.323344,102816.000000
20,4.639000,32768.000000,398360.774457,107123.000000,398368.280295,107123.000000,398375.097775,107123.000000,398617.738982,107123.000000,398356.776934,107123.000000,398310.679716,107123.000000
20,16.772000,64.000000,6036717.194551,105150.000000,6036717.194551,105150.000000,6036717.194551,105150.000000,6036717.194551,105150.000000,6036717.194551,105150.000000,6036717.194551,105150.000000
20,30.000000,15.000000,5779740.437986,100450.000000,5779740.437986,100450.000000,5779740.437986,100450.000000,5779740.437986,100450.000000,5779740.437986,100450.000000,5779740.437986,100450.000000
20,30.000000,12.000000,6204215.504699,106563.000000,6204215.504699,106563.000000,6204215.504699,106563.000000,6204215.504699,106563.000000,6204215.504699,106563.000000,6204215.504699,106563.000000
20,30.000000,18.000000,6242405.230593,106268.000000,6242405.230593,106268.000000,6242405.230593,106268.000000,6242405.230593,106268.000000,6242405.230593,106268.000000,6242405.230593,106268.000000
