Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
34,30.000000,15.000000,29500.173305,1061.000000,29500.173305,1061.000000,29500.173305,1061.000000,29500.173305,1061.000000,29500.173305,1061.000000,29500.173305,1061.000000
34,30.000000,18.000000,30967.387975,1155.000000,30967.387975,1155.000000,30967.387975,1155.000000,30967.387975,1155.000000,30967.387975,1155.000000,30967.387975,1155.000000
34,30.000000,6.000000,25555.132635,948.000000,25555.132635,948.000000,25555.132635,948.000000,25555.132635,948.000000,25555.132635,948.000000,25555.132635,948.000000
34,30.000000,12.000000,21230.556634,918.000000,21230.556634,918.000000,21230.556634,918.000000,21230.556634,918.000000,21230.556634,918.000000,21230.556634,918.000000
34,16.772000,64.000000,26179.938044,950.000000,26179.938044,950.000000,26179.938044,950.000000,26179.938044,950.000000,26179.938044,950.000000,26179.938044,950.000000
34,4.639000,32768.000000,98293.645110,58030.000000,98333.905984,58030.000000,98313.192019,58030.000000,98335.377708,58030.000000,98328.598897,58030.000000,98301.794780,58030.000000
34,5.649000,4096.000000,77063.725637,21390.000000,77030.997267,21378.000000,77080.549427,21404.000000,77069.980141,21409.000000,77217.479219,21380.000000,77024.352941,21405.000000
34,7.918000,512.000000,55767.978500,12311.000000,55765.580971,12311.000000,55768.977317,12311.000000,55816.794856,12311.000000,55775.864798,12311.000000,55777.069303,12311.000000
34,4.073000,262144.000000,191400.783240,176805.000000,191531.414588,176805.000000,191545.732913,176805.000000,191469.810505,176805.000000,191434.817202,176805.000000,191506.963166,176805.000000
34,30.000000,9.000000,20745.017498,800.000000,20745.017498,800.000000,20745.017498,800.000000,20745.017498,800.000000,20745.017498,800.000000,20745.017498,800.000000
