Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
38,30.000000,6.000000,12021.356870,474.000000,12021.356870,474.000000,12021.356870,474.000000,12021.356870,474.000000,12021.356870,474.000000,12021.356870,474.000000
38,16.772000,64.000000,12118.005158,468.000000,12118.005158,468.000000,12118.005158,468.000000,12118.005158,468.000000,12118.005158,468.000000,12118.005158,468.000000
38,30.000000,12.000000,12746.279065,603.000000,12746.279065,603.000000,12746.279065,603.000000,12746.279065,603.000000,12746.279065,603.000000,12746.279065,603.000000
38,30.000000,18.000000,13707.500027,547.000000,13707.500027,547.000000,13707.500027,547.000000,13707.500027,547.000000,13707.500027,547.000000,13707.500027,547.000000
38,5.649000,4096.000000,46345.320789,15256.000000,46342.369135,15249.000000,46325.207037,15256.000000,46343.278628,15246.000000,46337.627302,15239.000000,46348.930549,15249.000000
38,30.000000,15.000000,12735.113427,667.000000,12735.113427,667.000000,12735.113427,667.000000,12735.113427,667.000000,12735.113427,667.000000,12735.113427,667.000000
38,30.000000,9.000000,12454.792933,560.000000,12454.792933,560.000000,12454.792933,560.000000,12454.792933,560.000000,12454.792933,560.000000,12454.792933,560.000000
38,4.073000,262144.000000,54338.653323,30467.000000,54308.210788,30467.000000,54343.336473,30467.000000,54313.139727,30467.000000,54331.513075,30467.000000,54350.350358,30467.000000
38,4.639000,32768.000000,70204.456703,40072.000000,70769.935199,40072.000000,70227.607043,40072.000000,70152.513526,40072.000000,70171.345391,40072.000000,70230.171878,40072.000000
38,7.918000,512.000000,44280.847632,10676.000000,44292.951076,10676.000000,44218.435759,10676.000000,44249.358074,10678.000000,44214.061372,10679.000000,44219.979534,10679.000000
