arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
40,5.649000,4096,70751.670199,58739.451930,58773.681585,58947.589119,58956.242027,58715.549448
40,30.000000,12,22593.009074,22593.009074,22593.009074,22593.009074,22593.009074,22593.009074
40,4.073000,262144,2462365.546207,615266.209793,189428.605704,189427.491896,189428.662295,189429.361510
40,7.918000,512,52029.282688,51180.733211,51078.041906,51073.719113,51087.460712,51073.646443
40,4.639000,32768,383804.974341,78210.079478,69567.953441,75937.014611,75919.394162,69580.767745
40,30.000000,6,21216.902319,21216.902319,21216.902319,21216.902319,21216.902319,21216.902319
40,16.772000,64,21616.523934,21616.523934,21616.523934,21616.523934,21616.523934,21616.523934
40,30.000000,9,20999.636878,20999.636878,20999.636878,20999.636878,20999.636878,20999.636878
