Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
22,30.000000,18.000000,5144985.156958,89716.000000,5144985.156958,89716.000000,5144985.156958,89716.000000,5144985.156958,89716.000000,5144985.156958,89716.000000,5144985.156958,89716.000000
22,16.772000,64.000000,5076042.390494,89112.000000,5076042.390494,89112.000000,5076042.390494,89112.000000,5076042.390494,89112.000000,5076042.390494,89112.000000,5076042.390494,89112.000000
22,4.073000,262144.000000,88172.626336,43461.000000,88153.837574,43461.000000,87900.732295,43461.000000,87889.016731,43461.000000,88139.033436,43461.000000,88097.216267,43461.000000
22,30.000000,6.000000,4941954.663539,85154.000000,4941954.663539,85154.000000,4941954.663539,85154.000000,4941954.663539,85154.000000,4941954.663539,85154.000000,4941954.663539,85154.000000
22,30.000000,12.000000,4985747.149504,85630.000000,4985747.149504,85630.000000,4985747.149504,85630.000000,4985747.149504,85630.000000,4985747.149504,85630.000000,4985747.149504,85630.000000
22,7.918000,512.000000,1300095.109624,89712.000000,1299962.875946,89710.000000,1299591.225913,89711.000000,1299510.442787,89709.000000,1299521.822975,89713.000000,1299527.432680,89709.000000
22,30.000000,15.000000,5071211.628691,88995.000000,5071211.628691,88995.000000,5071211.628691,88995.000000,5071211.628691,88995.000000,5071211.628691,88995.000000,5071211.628691,88995.000000
22,30.000000,9.000000,4849926.476089,84301.000000,4849926.476089,84301.000000,4849926.476089,84301.000000,4849926.476089,84301.000000,4849926.476089,84301.000000,4849926.476089,84301.000000
22,5.649000,4096.000000,615595.358129,97457.000000,615885.946527,97457.000000,616362.966630,97457.000000,616209.818995,97457.000000,616011.017288,97457.000000,616177.638117,97457.000000
22,4.639000,32768.000000,270206.660677,103845.000000,272465.543992,103845.000000,271704.795361,103845.000000,271507.018674,103845.000000,271190.155577,103845.000000,272264.054952,103845.000000
