Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
36,30.000000,18.000000,19789.363507,733.000000,19789.363507,733.000000,19789.363507,733.000000,19789.363507,733.000000,19789.363507,733.000000,19789.363507,733.000000
36,30.000000,6.000000,13270.405947,479.000000,13270.405947,479.000000,13270.405947,479.000000,13270.405947,479.000000,13270.405947,479.000000,13270.405947,479.000000
36,30.000000,12.000000,18343.013220,891.000000,18343.013220,891.000000,18343.013220,891.000000,18343.013220,891.000000,18343.013220,891.000000,18343.013220,891.000000
36,16.772000,64.000000,17514.437188,723.000000,17514.437188,723.000000,17514.437188,723.000000,17514.437188,723.000000,17514.437188,723.000000,17514.437188,723.000000
36,5.649000,4096.000000,72795.847787,20401.000000,72109.769609,19421.000000,72233.336217,19421.000000,72548.387501,20401.000000,72591.846119,20401.000000,72714.098777,20401.000000
36,30.000000,9.000000,14419.354389,480.000000,14419.354389,480.000000,14419.354389,480.000000,14419.354389,480.000000,14419.354389,480.000000,14419.354389,480.000000
36,4.639000,32768.000000,58271.402317,18235.000000,58283.119306,18237.000000,58252.290702,18217.000000,58281.090621,18226.000000,58266.061786,18218.000000,58289.060492,18240.000000
36,30.000000,15.000000,16767.949308,562.000000,16767.949308,562.000000,16767.949308,562.000000,16767.949308,562.000000,16767.949308,562.000000,16767.949308,562.000000
36,7.918000,512.000000,49981.427601,11089.000000,49964.240813,11086.000000,49889.570874,11089.000000,49925.162503,11089.000000,49963.259401,11087.000000,49912.112658,11089.000000
36,4.073000,262144.000000,48603.413563,26870.000000,48604.993231,26870.000000,48596.120514,26870.000000,48617.605021,26870.000000,48605.394618,26870.000000,48603.052106,26870.000000
