frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
2,111826.807832,111826.807832,111826.807832,111826.807832,111826.807832,111826.807832,57689.000000,57689.000000,57689.000000,57689.000000,57689.000000,57689.000000
8192,297716.485071,297716.485071,297716.485071,297716.485071,297716.485071,297716.485071,104681.000000,104681.000000,104681.000000,104681.000000,104681.000000,104681.000000
4,137129.053534,137129.053534,137129.053534,137129.053534,137129.053534,137129.053534,62616.000000,62616.000000,62616.000000,62616.000000,62616.000000,62616.000000
128,276425.493186,276425.493186,276425.493186,276425.493186,276425.493186,276425.493186,169520.000000,169520.000000,169520.000000,169520.000000,169520.000000,169520.000000
8,217302.294102,217302.294102,217302.294102,217302.294102,217302.294102,217302.294102,142921.000000,142921.000000,142921.000000,142921.000000,142921.000000,142921.000000
16,200750.205454,200750.205454,200750.205454,200750.205454,200750.205454,200750.205454,94980.000000,94980.000000,94980.000000,94980.000000,94980.000000,94980.000000
32768,442264.523820,442264.523820,442264.523820,442264.523820,442264.523820,442264.523820,124687.000000,124687.000000,124687.000000,124687.000000,124687.000000,124687.000000
32,243538.913149,243538.913149,243538.913149,243538.913149,243538.913149,243538.913149,163639.000000,163639.000000,163639.000000,163639.000000,163639.000000,163639.000000
16384,406900.401279,406900.401279,406900.401279,406900.401279,406900.401279,406900.401279,177501.000000,177501.000000,177501.000000,177501.000000,177501.000000,177501.000000
256,369317.633144,369317.633144,369317.633144,369317.633144,369317.633144,369317.633144,204429.000000,204429.000000,204429.000000,204429.000000,204429.000000,204429.000000
1024,433342.190823,433342.190823,433342.190823,433342.190823,433342.190823,433342.190823,258244.000000,258244.000000,258244.000000,258244.000000,258244.000000,258244.000000
64,241010.599113,241010.599113,241010.599113,241010.599113,241010.599113,241010.599113,101395.000000,101395.000000,101395.000000,101395.000000,101395.000000,101395.000000
4096,714592.688264,714592.688264,714592.688264,714592.688264,714592.688264,714592.688264,280248.000000,280248.000000,280248.000000,280248.000000,280248.000000,280248.000000
2048,465404.871065,465404.871065,465404.871065,465404.871065,465404.871065,465404.871065,240026.000000,240026.000000,240026.000000,240026.000000,240026.000000,240026.000000
512,583594.464136,583594.464136,583594.464136,583594.464136,583594.464136,583594.464136,313025.000000,313025.000000,313025.000000,313025.000000,313025.000000,313025.000000
65536,1219730.540315,1219730.540315,1219730.540315,1219730.540315,1219730.540315,1219730.540315,231968.000000,231968.000000,231968.000000,231968.000000,231968.000000,231968.000000
